id,type,group,team,exchange,reward,reward2,value,exhibition,effect
int,int,int,int,int,int,int,string,string,string
1038,32,22,1,2230922,2319002,2212022,2600|420|610,3|2|2,0|2|2
1039,32,23,1,2230923,2319002,2212023,6200|420|2010,3|2|3;1,0|2|3
1040,32,24,1,2230924,2319002,2212024,13000|420|2010,3|2|3;1,0|2|3
1041,32,25,1,2230925,2319002,2212025,6200|420|610,3|2|2,0|2|2
1042,32,26,1,2230926,2319002,2212026,6200|420|8010,3|2|3,0|2|3
1043,32,27,1,2230927,2319002,2212027,6200|420|2010,3|2|3;1,0|2|3
1044,32,28,1,2230928,2319002,2212028,6200|420|8010,3|2|3,0|2|3
1045,32,29,1,2230929,2319002,2212029,13700|420|2010,3|2|3;1,0|2|3
1046,32,30,1,2230930,2319002,2212030,21200|420|2010,3|2|3;1,0|2|3
1047,32,31,1,2230931,2319002,2212031,6800|420|610,3;1|2|3,0|2|3
1048,32,32,1,2230932,2319002,2212032,7700|420|2010,3|2|3;1,0|2|3
1049,32,33,1,2230933,2319002,2212033,7400|420|2010,3;1|2|3;1,0|2|3
1050,32,34,1,2230934,2319002,2212034,15200|420|2010,3|2|3;1,0|2|3
1051,32,35,1,2230935,2319002,2212035,21200|420|2010,3|2|3;1,0|2|3
1052,32,36,1,2230936,2319002,2212036,6800|420|610,3;1|2|3,0|2|3
1053,32,37,1,2230937,2319002,2212037,7700|420|2010,3|2|3;1,0|2|3
1054,32,38,1,2230938,2319002,2212038,7400|420|2010,3;1|2|3;1,0|2|3
1055,32,39,1,2230939,2319002,2212039,15200|420|2010,3|2|3;1,0|2|3
1056,32,40,1,2230940,2319002,2212040,21200|420|2010,3|2|3;1,0|2|3
1057,32,41,1,2230941,2319002,2212041,13400|420|2010,3;1|2|3;1,0|2|3
