id,area,level,boss,coin,experience,expedition_coin,packid,packidnew,pack_limitlevel,hero,hero_level,hero_star,hero_skil,hero_talent,unit,access,battle_buff,hero_skill,reward,bigreward,item_obtain,fullitem_obtain,item_obtain_new,fullitem_obtain_new,item_obtain_level,item_obtain_show,fullitem_obtain_show,monster_hp,monster_power,background_image,unit_model,hero_full,enemyattack_correction,selfattack_correction,enemyhp_correction
125,7,25,,0.0,0.0,6.0,,,,310|308,100|85,4|4,0|20621|2;1|21119|3;2|21122|3;0|20314|2;1|21119|3;2|21122|3,,30068|6;30068|6;30068|6;30068|5;30068|5;30068|5;30068|5;30068|5;30068|5,301|0|403332;301|1|403432;301|2|400107;301|3|400207;301|4|400507;301|5|403507;301|6|403607,930100|8000;930000|5000;1001001|1800;1101040|1800,0|20621|2;1|21119|3;2|21122|3;0|20314|2;1|21119|3;2|21122|3,9092010,,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,131250.0,118125.0,1|4|6;2|5;3|6|0,130096|130097|130098,100,1.0,1.0,1.0
126,7,26,,0.0,0.0,6.0,,,,104|112,100|90,4|4,0|20301|2;1|21117|3;2|21120|3;0|20623|2;1|21117|3;2|21120|3,,10068|6;10068|6;10068|6;10068|5;10068|5;10068|5;10068|5;10068|5;10068|5,101|0|402933;101|1|403033;101|2|400107;101|3|400207;101|4|400507;101|5|403507;101|6|403607,930100|8000;930000|5000;1001001|1900;1101040|1900,0|20301|2;1|21117|3;2|21120|3;0|20623|2;1|21117|3;2|21120|3,9092010,,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,150000.0,135000.0,1|4|6;2|5;3|6|0,130089|130090|130091,100,1.0,1.0,1.0
127,7,27,,0.0,0.0,6.0,,,,204|207,100|100,4|4,0|20304|2;1|21118|3;2|21121|3;0|20307|2;1|21118|3;2|21121|3,,20068|6;20068|6;20068|6;20068|5;20068|5;20068|5;20068|5;20068|5;20068|5,201|0|403133;201|1|403233;201|2|400107;201|3|400207;201|4|400507;201|5|403507;201|6|403607,930100|8000;930000|5000;1001001|1900;1101040|1900,0|20304|2;1|21118|3;2|21121|3;0|20307|2;1|21118|3;2|21121|3,9092010,,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,150000.0,135000.0,1|4|6;2|5;3|6|0,130068|130069|130070,100,1.0,1.0,1.0
128,7,28,,0.0,0.0,6.0,,,,313|309,100|100,4|4,0|20629|2;1|21119|3;2|21122|3;0|0|0;1|21119|3;2|21122|3,,30069|6;30069|6;30069|6;30069|5;30069|5;30069|5;30069|5;30069|5;30069|5,301|0|403334;301|1|403434;301|2|400107;301|3|400207;301|4|400507;301|5|403507;301|6|403607,930100|8000;930000|5000;1001001|2000;1101040|2000,0|20629|2;1|21119|3;2|21122|3;0|0|0;1|21119|3;2|21122|3,9092010,,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,150000.0,135000.0,1|4|6;2|5;3|6|0,130096|130097|130098,100,1.0,1.0,1.0
129,7,29,,0.0,0.0,6.0,,,,109|108,100|100,4|4,0|20315|2;1|21117|3;2|21120|3;0|20311|2;1|21117|3;2|21120|3,,10069|6;10069|6;10069|6;10069|5;10069|5;10069|5;10069|5;10069|5;10069|5,101|0|402934;101|1|403034;101|2|400107;101|3|400207;101|4|400507;101|5|403507;101|6|403607,930100|8000;930000|5000;1001001|2000;1101040|2000,0|20315|2;1|21117|3;2|21120|3;0|20311|2;1|21117|3;2|21120|3,9092010,,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,150000.0,135000.0,1|4|6;2|5;3|6|0,130089|130090|130091,100,1.0,1.0,1.0
130,7,30,1,0.0,0.0,6.0,9110020,9111006,,1209|211,100|100,4|4,0|20613|2;1|21118|3;2|21121|3;0|20620|2;1|21118|3;2|21121|3,,20069|6;20069|6;20069|6;20069|5;20069|5;20069|5;20069|5;20069|5;20069|5,201|0|403135;201|1|403235;201|2|400108;201|3|400208;201|4|400508;201|5|403508;201|6|403608,930100|11000;930000|10000;1001001|2100;1101040|2100,0|20613|2;1|21118|3;2|21121|3;0|20620|2;1|21118|3;2|21121|3,9092010,9092113,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,175000.0,157500.0,1|4|6;2|5;3|6|0,130068|130069|130070,100,1.0,1.0,1.0
131,8,1,,0.0,0.0,6.0,,,,305|306,100|100,4|4,0|20309|2;1|21119|3;2|21122|3;0|20310|2;1|21119|3;2|21122|3,,30069|6;30069|6;30069|6;30069|5;30069|5;30069|5;30069|5;30069|5;30069|5,301|0|403335;301|1|403435;301|2|400108;301|3|400208;301|4|400508;301|5|403508;301|6|403608,930100|11000;930000|10000;1001001|2100;1101040|2100,0|20309|2;1|21119|3;2|21122|3;0|20310|2;1|21119|3;2|21122|3,9092011,,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,175000.0,157500.0,1|4|6;2|5;3|6|0,130096|130097|130098,100,1.0,1.0,1.0
132,8,2,,0.0,0.0,6.0,,,,114|105,100|100,4|4,0|20626|2;1|21117|3;2|21120|3;0|20302|2;1|21117|3;2|21120|3,,10069|6;10069|6;10069|6;10069|5;10069|5;10069|5;10069|5;10069|5;10069|5,101|0|402936;101|1|403036;101|2|400108;101|3|400208;101|4|400508;101|5|403508;101|6|403608,930100|11000;930000|10000;1001001|2200;1101040|2200,0|20626|2;1|21117|3;2|21120|3;0|20302|2;1|21117|3;2|21120|3,9092011,,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,175000.0,157500.0,1|4|6;2|5;3|6|0,130089|130090|130091,100,1.0,1.0,1.0
133,8,3,,0.0,0.0,6.0,,,,1209|212,100|100,4|4,0|20613|2;1|21118|3;2|21121|3;0|20624|2;1|21118|3;2|21121|3,,20070|6;20070|6;20070|6;20070|6;20070|5;20070|5;20070|5;20070|5;20070|5,201|0|403136;201|1|403236;201|2|400108;201|3|400208;201|4|400508;201|5|403508;201|6|403608,930100|11000;930000|10000;1001001|2200;1101040|2200,0|20613|2;1|21118|3;2|21121|3;0|20624|2;1|21118|3;2|21121|3,9092011,,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,175000.0,157500.0,1|4|6;2|5;3|6|0,130068|130069|130070,100,1.0,1.0,1.0
134,8,4,,0.0,0.0,6.0,,,,304|307,100|100,4|4,0|20308|2;1|21119|3;2|21122|3;0|20312|2;1|21119|3;2|21122|3,,30070|6;30070|6;30070|6;30070|6;30070|5;30070|5;30070|5;30070|5;30070|5,301|0|403337;301|1|403437;301|2|400108;301|3|400208;301|4|400508;301|5|403508;301|6|403608,930100|11000;930000|10000;1001001|2300;1101040|2300,0|20308|2;1|21119|3;2|21122|3;0|20312|2;1|21119|3;2|21122|3,9092011,,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,175000.0,157500.0,1|4|6;2|5;3|6|0,130096|130097|130098,100,1.0,1.0,1.0
135,8,5,,0.0,0.0,6.0,,,,115|106,100|100,4|4,0|0|0;1|21117|3;2|21120|3;0|20303|2;1|21117|3;2|21120|3,,10070|6;10070|6;10070|6;10070|6;10070|5;10070|5;10070|5;10070|5;10070|5,101|0|402937;101|1|403037;101|2|400108;101|3|400208;101|4|400508;101|5|403508;101|6|403608,930100|11000;930000|10000;1001001|2300;1101040|2300,0|0|0;1|21117|3;2|21120|3;0|20303|2;1|21117|3;2|21120|3,9092011,,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,200000.0,180000.0,1|4|6;2|5;3|6|0,130089|130090|130091,100,1.0,1.0,1.0
136,8,6,,0.0,0.0,6.0,,,,208|213,100|100,4|4,0|20313|2;1|21118|3;2|21121|3;0|20628|2;1|21118|3;2|21121|3,,20070|6;20070|6;20070|6;20070|6;20070|5;20070|5;20070|5;20070|5;20070|5,201|0|403138;201|1|403238;201|2|400108;201|3|400208;201|4|400508;201|5|403508;201|6|403608,930100|11000;930000|10000;1001001|2300;1101040|2300,0|20313|2;1|21118|3;2|21121|3;0|20628|2;1|21118|3;2|21121|3,9092011,,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,200000.0,180000.0,1|4|6;2|5;3|6|0,130068|130069|130070,100,1.0,1.0,1.0
137,8,7,,0.0,0.0,6.0,,,,309|313,100|100,4|4,0|0|0;1|21119|3;2|21122|3;0|20629|2;1|21119|3;2|21122|3,,30070|6;30070|6;30070|6;30070|6;30070|5;30070|5;30070|5;30070|5;30070|5,301|0|403338;301|1|403438;301|2|400108;301|3|400208;301|4|400508;301|5|403508;301|6|403608,930100|11000;930000|10000;1001001|2300;1101040|2300,0|0|0;1|21119|3;2|21122|3;0|20629|2;1|21119|3;2|21122|3,9092011,,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,200000.0,180000.0,1|4|6;2|5;3|6|0,130096|130097|130098,100,1.0,1.0,1.0
138,8,8,,0.0,0.0,6.0,,,,104|110,100|100,4|4,0|20301|2;1|21117|3;2|21120|3;0|20617|2;1|21117|3;2|21120|3,,10070|6;10070|6;10070|6;10070|6;10070|5;10070|5;10070|5;10070|5;10070|5,101|0|402939;101|1|403039;101|2|400108;101|3|400208;101|4|400508;101|5|403508;101|6|403608,930100|11000;930000|10000;1001001|2300;1101040|2300,0|20301|2;1|21117|3;2|21120|3;0|20617|2;1|21117|3;2|21120|3,9092011,,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,200000.0,180000.0,1|4|6;2|5;3|6|0,130089|130090|130091,100,1.0,1.0,1.0
139,8,9,,0.0,0.0,6.0,,,,204|1209,100|100,4|4,0|20304|2;1|21118|3;2|21121|3;0|20613|2;1|21118|3;2|21121|3,,20070|6;20070|6;20070|6;20070|6;20070|5;20070|5;20070|5;20070|5;20070|5,201|0|403139;201|1|403239;201|2|400108;201|3|400208;201|4|400508;201|5|403508;201|6|403608,930100|11000;930000|10000;1001001|2300;1101040|2300,0|20304|2;1|21118|3;2|21121|3;0|20613|2;1|21118|3;2|21121|3,9092011,,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,237500.0,213750.0,1|4|6;2|5;3|6|0,130068|130069|130070,100,1.0,1.0,1.0
140,8,10,,0.0,0.0,6.0,,,,308|309,100|100,4|4,0|20314|2;1|21119|4;2|21122|4;0|0|0;1|21119|4;2|21122|4,,30071|6;30071|6;30071|6;30071|6;30071|5;30071|5;30071|5;30071|5;30071|5,301|0|403340;301|1|403440;301|2|400108;301|3|400208;301|4|400508;301|5|403508;301|6|403608,930100|12000;930000|11000;1001001|2400;1101040|2400,0|20314|2;1|21119|4;2|21122|4;0|0|0;1|21119|4;2|21122|4,9092011,9092114,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,237500.0,213750.0,1|4|6;2|5;3|6|0,130096|130097|130098,100,1.0,1.0,1.0
141,8,11,,0.0,0.0,6.0,,,,112|114,100|100,4|4,0|20623|2;1|21117|4;2|21120|4;0|20626|2;1|21117|4;2|21120|4,,10071|6;10071|6;10071|6;10071|6;10071|5;10071|5;10071|5;10071|5;10071|5,101|0|402940;101|1|403040;101|2|400108;101|3|400208;101|4|400508;101|5|403508;101|6|403608,930100|17000;930000|16000;1001001|2400;1101040|2400,0|20623|2;1|21117|4;2|21120|4;0|20626|2;1|21117|4;2|21120|4,9092011,,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,237500.0,213750.0,1|4|6;2|5;3|6|0,130089|130090|130091,100,1.0,1.0,1.0
142,8,12,,0.0,0.0,6.0,,,,204|206,100|100,4|4,0|20304|2;1|21118|4;2|21121|4;0|20306|2;1|21118|4;2|21121|4,,20071|6;20071|6;20071|6;20071|6;20071|5;20071|5;20071|5;20071|5;20071|5,201|0|403141;201|1|403241;201|2|400108;201|3|400208;201|4|400508;201|5|403508;201|6|403608,930100|17000;930000|16000;1001001|2500;1101040|2500,0|20304|2;1|21118|4;2|21121|4;0|20306|2;1|21118|4;2|21121|4,9092011,,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,237500.0,213750.0,1|4|6;2|5;3|6|0,130068|130069|130070,100,1.0,1.0,1.0
143,8,13,,0.0,0.0,6.0,,,,308|307,100|100,4|4,0|20314|2;1|21119|4;2|21122|4;0|20312|2;1|21119|4;2|21122|4,,30071|6;30071|6;30071|6;30071|6;30071|5;30071|5;30071|5;30071|5;30071|5,301|0|403341;301|1|403441;301|2|400108;301|3|400208;301|4|400508;301|5|403508;301|6|403608,930100|17000;930000|16000;1001001|2500;1101040|2500,0|20314|2;1|21119|4;2|21122|4;0|20312|2;1|21119|4;2|21122|4,9092011,,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,275000.0,247500.0,1|4|6;2|5;3|6|0,130096|130097|130098,100,1.0,1.0,1.0
144,8,14,,0.0,0.0,6.0,,,,108|105,100|100,5|4,0|20311|3;1|21117|4;2|21120|4;0|20302|3;1|21117|4;2|21120|4,,10071|6;10071|6;10071|6;10071|6;10071|6;10071|6;10071|6;10071|6;10071|6,101|0|402942;101|1|403042;101|2|400108;101|3|400208;101|4|400508;101|5|403508;101|6|403608,930100|17000;930000|16000;1001001|2600;1101040|2600,0|20311|3;1|21117|4;2|21120|4;0|20302|3;1|21117|4;2|21120|4,9092011,,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,275000.0,247500.0,1|4|6;2|5;3|6|0,130089|130090|130091,100,1.0,1.0,1.0
145,8,15,,0.0,0.0,6.0,,,,211|213,105|100,5|4,0|20620|3;1|21118|4;2|21121|4;0|20628|3;1|21118|4;2|21121|4,,20071|6;20071|6;20071|6;20071|6;20071|6;20071|6;20071|6;20071|6;20071|6,201|0|403142;201|1|403242;201|2|400108;201|3|400208;201|4|400508;201|5|403508;201|6|403608,930100|17000;930000|16000;1001001|2600;1101040|2600,0|20620|3;1|21118|4;2|21121|4;0|20628|3;1|21118|4;2|21121|4,9092011,,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,275000.0,247500.0,1|4|6;2|5;3|6|0,130068|130069|130070,100,1.0,1.0,1.0
146,8,16,,0.0,0.0,6.0,,,,307|310,110|100,5|4,0|20312|3;1|21119|4;2|21122|4;0|20621|3;1|21119|4;2|21122|4,,30071|6;30071|6;30071|6;30071|6;30071|6;30071|6;30071|6;30071|6;30071|6,301|0|403343;301|1|403443;301|2|400108;301|3|400208;301|4|400508;301|5|403508;301|6|403608,930100|17000;930000|16000;1001001|2700;1101040|2700,0|20312|3;1|21119|4;2|21122|4;0|20621|3;1|21119|4;2|21122|4,9092011,,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,275000.0,247500.0,1|4|6;2|5;3|6|0,130096|130097|130098,100,1.0,1.0,1.0
147,8,17,,0.0,0.0,6.0,,,,112|115,115|100,5|4,0|20623|3;1|21117|4;2|21120|4;0|0|0;1|21117|4;2|21120|4,,10071|6;10071|6;10071|6;10071|6;10071|6;10071|6;10071|6;10071|6;10071|6,101|0|402943;101|1|403043;101|2|400108;101|3|400208;101|4|400508;101|5|403508;101|6|403608,930100|17000;930000|16000;1001001|2700;1101040|2700,0|20623|3;1|21117|4;2|21120|4;0|0|0;1|21117|4;2|21120|4,9092011,,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,325000.0,292500.0,1|4|6;2|5;3|6|0,130089|130090|130091,100,1.0,1.0,1.0
148,8,18,,0.0,0.0,6.0,,,,204|205,120|100,5|4,0|20304|3;1|21118|4;2|21121|4;0|20305|3;1|21118|4;2|21121|4,,20071|6;20071|6;20071|6;20071|6;20071|6;20071|6;20071|6;20071|6;20071|6,201|0|403144;201|1|403244;201|2|400108;201|3|400208;201|4|400508;201|5|403508;201|6|403608,930100|18000;930000|16000;1001001|2800;1101040|2800,0|20304|3;1|21118|4;2|21121|4;0|20305|3;1|21118|4;2|21121|4,9092011,,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,325000.0,292500.0,1|4|6;2|5;3|6|0,130068|130069|130070,100,1.0,1.0,1.0
149,8,19,,0.0,0.0,6.0,,,,305|306,120|100,5|4,0|20309|3;1|21119|4;2|21122|4;0|20310|3;1|21119|4;2|21122|4,,30071|6;30071|6;30071|6;30071|6;30071|6;30071|6;30071|6;30071|6;30071|6,301|0|403344;301|1|403444;301|2|400108;301|3|400208;301|4|400508;301|5|403508;301|6|403608,930100|18000;930000|16000;1001001|2800;1101040|2800,0|20309|3;1|21119|4;2|21122|4;0|20310|3;1|21119|4;2|21122|4,9092011,,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,325000.0,292500.0,1|4|6;2|5;3|6|0,130096|130097|130098,100,1.0,1.0,1.0
150,8,20,,0.0,0.0,6.0,,,,104|108,120|100,5|4,0|20301|3;1|21117|4;2|21120|4;0|20311|3;1|21117|4;2|21120|4,,10072|6;10072|6;10072|6;10072|6;10072|6;10072|6;10072|6;10072|6;10072|6,101|0|402945;101|1|403045;101|2|400109;101|3|400209;101|4|400509;101|5|403509;101|6|403609,930100|20000;930000|18000;1001001|2900;1101040|2900,0|20301|3;1|21117|4;2|21120|4;0|20311|3;1|21117|4;2|21120|4,9092011,9092115,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,325000.0,292500.0,1|4|6;2|5;3|6|0,130089|130090|130091,100,1.0,1.0,1.0
151,8,21,,0.0,0.0,6.0,,,,1209|205,120|100,5|4,0|20613|3;1|21118|4;2|21121|4;0|20305|3;1|21118|4;2|21121|4,,20072|6;20072|6;20072|6;20072|6;20072|6;20072|6;20072|6;20072|6;20072|6,201|0|403145;201|1|403245;201|2|400109;201|3|400209;201|4|400509;201|5|403509;201|6|403609,930100|20000;930000|18000;1001001|2900;1101040|2900,0|20613|3;1|21118|4;2|21121|4;0|20305|3;1|21118|4;2|21121|4,9092011,,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,325000.0,292500.0,1|4|6;2|5;3|6|0,130068|130069|130070,100,1.0,1.0,1.0
152,8,22,,0.0,0.0,6.0,,,,304|306,120|100,5|4,0|20308|3;1|21119|4;2|21122|4;0|20310|3;1|21119|4;2|21122|4,,30072|6;30072|6;30072|6;30072|6;30072|6;30072|6;30072|6;30072|6;30072|6,301|0|403346;301|1|403446;301|2|400109;301|3|400209;301|4|400509;301|5|403509;301|6|403609,930100|20000;930000|19000;1001001|3000;1101040|3000,0|20308|3;1|21119|4;2|21122|4;0|20310|3;1|21119|4;2|21122|4,9092011,,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,375000.0,337500.0,1|4|6;2|5;3|6|0,130096|130097|130098,100,1.0,1.0,1.0
153,8,23,,0.0,0.0,6.0,,,,110|109,120|100,5|4,0|20617|3;1|21117|4;2|21120|4;0|20315|3;1|21117|4;2|21120|4,,10072|6;10072|6;10072|6;10072|6;10072|6;10072|6;10072|6;10072|6;10072|6,101|0|402946;101|1|403046;101|2|400109;101|3|400209;101|4|400509;101|5|403509;101|6|403609,930100|20000;930000|19000;1001001|3000;1101040|3000,0|20617|3;1|21117|4;2|21120|4;0|20315|3;1|21117|4;2|21120|4,9092011,,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,375000.0,337500.0,1|4|6;2|5;3|6|0,130089|130090|130091,100,1.0,1.0,1.0
154,8,24,,0.0,0.0,6.0,,,,207|212,120|100,5|5,0|20307|3;1|21118|4;2|21121|4;0|20624|3;1|21118|4;2|21121|4,3|500;4|500;7|500;8|500;3|500;4|500;7|500;8|500,20072|7;20072|7;20072|7;20072|7;20072|7;20072|6;20072|6;20072|6;20072|6,201|0|403147;201|1|403247;201|2|400109;201|3|400209;201|4|400509;201|5|403509;201|6|403609,930100|20000;930000|19000;1001001|3000;1101040|3000,0|20307|3;1|21118|4;2|21121|4;0|20624|3;1|21118|4;2|21121|4,9092011,,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,375000.0,337500.0,1|4|6;2|5;3|6|0,130068|130069|130070,100,1.0,1.0,1.0
155,8,25,,0.0,0.0,6.0,,,,309|308,120|105,5|5,0|0|0;1|21119|4;2|21122|4;0|20314|3;1|21119|4;2|21122|4,5|500;6|500;7|500;8|500;5|500;6|500;7|500;8|500,30072|7;30072|7;30072|7;30072|7;30072|7;30072|6;30072|6;30072|6;30072|6,301|0|403347;301|1|403447;301|2|400109;301|3|400209;301|4|400509;301|5|403509;301|6|403609,930100|20000;930000|19000;1001001|3000;1101040|3000,0|0|0;1|21119|4;2|21122|4;0|20314|3;1|21119|4;2|21122|4,9092011,,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,375000.0,337500.0,1|4|6;2|5;3|6|0,130096|130097|130098,100,1.0,1.0,1.0
156,8,26,,0.0,0.0,6.0,,,,108|104,120|110,5|5,0|20311|3;1|21117|4;2|21120|4;0|20301|3;1|21117|4;2|21120|4,1|500;2|500;7|500;8|500;1|500;2|500;7|500;8|500,10072|7;10072|7;10072|7;10072|7;10072|7;10072|6;10072|6;10072|6;10072|6,101|0|402948;101|1|403048;101|2|400109;101|3|400209;101|4|400509;101|5|403509;101|6|403609,930100|26000;930000|28000;1001001|3000;1101040|3000;1131009|1000,0|20311|3;1|21117|4;2|21120|4;0|20301|3;1|21117|4;2|21120|4,9092011,,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,437500.0,393750.0,1|4|6;2|5;3|6|0,130089|130090|130091,100,1.0,1.0,1.0
157,8,27,,0.0,0.0,6.0,,,,214|206,120|115,5|5,0|20633|3;1|21118|4;2|21121|4;0|20306|3;1|21118|4;2|21121|4,3|500;4|500;7|500;8|500;3|500;4|500;7|500;8|500,20072|7;20072|7;20072|7;20072|7;20072|7;20072|6;20072|6;20072|6;20072|6,201|0|403148;201|1|403248;201|2|400109;201|3|400209;201|4|400509;201|5|403509;201|6|403609,930100|26000;930000|28000;1001001|3000;1101040|3000;1131009|1000,0|20633|3;1|21118|4;2|21121|4;0|20306|3;1|21118|4;2|21121|4,9092011,,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,437500.0,393750.0,1|4|6;2|5;3|6|0,130068|130069|130070,100,1.0,1.0,1.0
158,8,28,,0.0,0.0,6.0,,,,310|305,120|120,5|5,0|20621|3;1|21119|4;2|21122|4;0|20309|3;1|21119|4;2|21122|4,5|500;6|500;7|500;8|500;5|500;6|500;7|500;8|500,30073|7;30073|7;30073|7;30073|7;30073|7;30073|6;30073|6;30073|6;30073|6,301|0|403349;301|1|403449;301|2|400109;301|3|400209;301|4|400509;301|5|403509;301|6|403609,930100|26000;930000|28000;1001001|3000;1101040|3000;1131009|1000,0|20621|3;1|21119|4;2|21122|4;0|20309|3;1|21119|4;2|21122|4,9092011,,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,437500.0,393750.0,1|4|6;2|5;3|6|0,130096|130097|130098,100,1.0,1.0,1.0
159,8,29,,0.0,0.0,6.0,,,,109|106,120|120,5|5,0|20315|3;1|21117|4;2|21120|4;0|20303|3;1|21117|4;2|21120|4,1|500;2|500;7|500;8|500;1|500;2|500;7|500;8|500,10073|7;10073|7;10073|7;10073|7;10073|7;10073|6;10073|6;10073|6;10073|6,101|0|402949;101|1|403049;101|2|400109;101|3|400209;101|4|400509;101|5|403509;101|6|403609,930100|26000;930000|28000;1001001|3000;1101040|3000;1131009|1000,0|20315|3;1|21117|4;2|21120|4;0|20303|3;1|21117|4;2|21120|4,9092011,,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,437500.0,393750.0,1|4|6;2|5;3|6|0,130089|130090|130091,100,1.0,1.0,1.0
160,8,30,1,0.0,0.0,6.0,,,,213|204,120|120,5|5,0|20628|3;1|21118|4;2|21121|4;0|20304|3;1|21118|4;2|21121|4,3|1000;4|1000;7|1000;8|1000;3|1000;4|1000;7|1000;8|1000,20073|7;20073|7;20073|7;20073|7;20073|7;20073|6;20073|6;20073|6;20073|6,201|0|403150;201|1|403250;201|2|400109;201|3|400209;201|4|400509;201|5|403509;201|6|403609,930100|22000;930000|21000;1001001|3000;1101040|3000,0|20628|3;1|21118|4;2|21121|4;0|20304|3;1|21118|4;2|21121|4,9092011,9092116,9091012,9091011,9091107|9091126,9091107|9091126|9091143,8,1800001;3|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,512500.0,461250.0,1|4|6;2|5;3|6|0,130068|130069|130070,100,1.0,1.0,1.0
