id,name,desc,model_id,new_model_id,new_model_key,type,level,max_level,quality,power,boss_power,power_new,score,width,height,defense_width,defense_height,point_type,upgrade_coin,building_id,load,speed,load_coin,attack_interval,interval_random,attack_speed,boss,key_name,model_id_app,revise,attack_skill,transfer_type,special_attribute,special_para_1,special_para_2,new_name,new_model,new_app_model,monster_type,orign_model,pro_model,kvk_score,army_skill,hero_fixed_hp_para,cab_score,repair_cost,repair_time,csb_score,siege_value,army_type_hospital
300029,Nightmare-N9,105427,1300029,,,301,29,100,1,95040.0,114048000000.0,6162655155.0,223740953.0,2,2,4,4,1,0.0,105029,59000,10000,171417600000.0,1000,50,1000,0,29,3023,1.0,3,,,,,,0,0,0,1300029,,1.0,,708000.0,0.0,,,0,29,1
300030,Night-N5,105427,1300030,,,301,30,100,1,129600.0,155520000000.0,12941575826.0,402653184.0,2,2,4,4,1,0.0,105030,60000,10000,294912000000.0,1000,50,1000,0,30,310030,1.0,3,,,,,,320030,320030,0,1300030,,1.0,,928000.0,0.0,,,0,30,1
300031,Bomber,105427,1300021,,,301,31,100,1,150000.0,234000000000.0,27177309235.0,805306368.0,2,2,4,4,1,0.0,105031,61000,10000,912384000000.0,1000,50,1000,0,31,310031,1.0,3,,,,,,320031,320031,0,1300021,,1.0,,1240000.0,0.0,,,0,31,1
300032,Heavy Bomber,105427,1300022,,,301,32,100,1,180000.0,327600000000.0,57072349394.0,1610612736.0,2,2,4,4,1,0.0,105032,62000,10000,1671168001000.0,1000,50,1000,0,32,310032,1.0,3,,,,,,320032,320032,0,1300022,,1.0,,1667000.0,0.0,,,0,32,1
300033,Armed Bomber,105427,1300023,,,301,33,100,1,252000.0,493920000000.0,119851933727.0,3221225472.0,2,2,4,4,1,0.0,105033,63000,10000,3225600000000.0,1000,50,1000,0,33,310033,1.0,3,,,,,,320033,320033,0,1300023,,1.0,,2241000.0,0.0,,,0,33,1
300034,Tactical Bomber,105427,1300024,,,301,34,100,1,352800.0,695520000000.0,251689060827.0,6442450944.0,2,2,4,4,1,0.0,105034,64000,10000,5529600000000.0,1000,50,1000,0,34,310034,1.0,3,,,,,,320034,320034,0,1300024,,1.0,,3027000.0,0.0,,,0,34,1
300035,Fighter Bomber,105427,1300025,,,301,35,100,1,496800.0,1047600000000.0,528547027737.0,12884901888.0,2,2,4,4,1,0.0,105035,65000,10000,8524800000000.0,1000,50,1000,0,35,310035,1.0,3,,,,,,320035,320035,0,1300025,,1.0,,4079000.0,0.0,,,0,35,1
300036,Strategic Bomber,105427,1300026,,,301,36,100,1,698400.0,1468800000000.0,1109948758248.0,25769803776.0,2,2,4,4,1,0.0,105036,66000,10000,15564799999200.0,1000,50,1000,0,36,310036,1.0,3,,,,,,320036,320036,0,1300026,,1.0,,5477000.0,0.0,,,0,36,1
300037,Platinum fighter,105427,1300027,,,301,37,100,1,979200.0,2188800000000.0,2330892392321.0,51539607552.0,2,2,4,4,1,0.0,105037,67000,10000,29952000000000.0,1000,50,1000,0,37,310037,1.0,3,,,,,,320037,320037,0,1300027,,1.0,,7322000.0,0.0,,,0,37,1
300038,Ripper fighter,105427,1300028,,,301,38,100,1,1368000.0,3110400000000.0,4894874023874.0,103079215104.0,2,2,4,4,1,0.0,105038,68000,10000,51199999999200.0,1000,50,1000,0,38,310038,1.0,3,,,,,,320038,320038,0,1300028,,1.0,,9947000.0,0.0,,,0,38,1
300039,Nightmare-N9,105427,1300029,,,301,39,100,1,1944000.0,4651200000000.0,10279235450135.0,206158430208.0,2,2,4,4,1,0.0,105039,69000,10000,94464000000000.0,1000,50,1000,0,39,310039,1.0,3,,,,,,320039,320039,0,1300029,,1.0,,13370000.0,0.0,,,0,39,1
300040,Night-N5,105427,1300030,,,301,40,100,1,2736000.0,6487200000000.0,21586394445284.0,412316860416.0,2,2,4,4,1,0.0,105040,70000,10000,147456000000000.0,1000,50,1000,0,40,310040,1.0,3,,,,,,320040,320040,0,1300030,,2.0,,17790000.0,1.0,,,3,40,1
300041,Bomber,105427,1300021,,,301,41,100,1,3816000.0,8035200000000.0,45331428335096.0,824633720832.0,2,2,4,4,1,0.0,105041,71000,10000,424594285714300.0,1000,50,1000,0,41,310041,1.0,3,,,,,,320041,320041,0,1300021,,2.0,,19840000.0,1.0,,,3,41,1
300042,Heavy Bomber,105427,1300022,,,301,42,100,1,4464000.0,9460800000000.0,95195999503702.0,1649267441664.0,2,2,4,4,1,0.0,105042,72000,10000,724114285714300.0,1000,50,1000,0,42,310042,1.0,3,,,,,,320042,320042,0,1300022,,2.0,,22240000.0,1.0,,,3,42,1
300043,Armed Bomber,105427,1300023,,,301,43,100,1,5256000.0,11628000000000.0,199911598957774.0,3298534883328.0,2,2,4,4,1,0.0,105043,73000,10000,1333028571428600.0,1000,50,1000,0,43,310043,1.0,3,,,,,,320043,320043,0,1300023,,2.0,,24630000.0,1.0,,,3,43,1
300044,Tactical Bomber,105427,1300024,,,301,44,100,1,6120000.0,13543200000000.0,419814357811325.0,6597069766656.0,2,2,4,4,1,0.0,105044,74000,10000,2422491428571400.0,1000,50,1000,0,44,310044,1.0,3,,,,,,320044,320044,0,1300024,,2.0,,27260000.0,1.0,,,3,44,1
300045,Fighter Bomber,105427,1300025,,,301,45,100,1,7128000.0,16704000000000.0,881610151403782.0,13194139533312.0,2,2,4,4,1,0.0,105045,75000,10000,5414400000000000.0,1000,50,1000,0,45,310045,1.0,3,,,,,,320045,320045,0,1300025,,2.0,,30310000.0,1.0,,,3,45,1
300046,Strategic Bomber,105427,1300026,,,301,46,100,1,8352000.0,20160000000000.0,1851381317947940.0,26388279066624.0,2,2,4,4,1,0.0,105046,76000,10000,1.3824e+16,1000,50,1000,0,46,310046,1.0,3,,,,,,320046,320046,0,1300026,,2.0,,34660000.0,1.0,,,3,46,1
300047,Platinum fighter,105427,1300027,,,301,47,100,1,10080000.0,24192000000000.0,3887900767690670.0,52776558133248.0,2,2,4,4,1,0.0,105047,77000,10000,2.54016e+16,1000,50,1000,0,47,310047,1.0,3,,,,,,320047,320047,0,1300027,,2.0,,37500000.0,1.0,,,3,47,1
300048,Ripper fighter,105427,1300028,,,301,48,100,1,11520000.0,28728000000000.0,8164591612150410.0,105553116266496.0,2,2,4,4,1,0.0,105048,78000,10000,4.608e+16,1000,50,1000,0,48,310048,1.0,3,,,,,,320048,320048,0,1300028,,2.0,,42090000.0,1.0,,,3,48,1
300049,Nightmare-N9,105427,1300029,,,301,49,100,1,13680000.0,34848000000000.0,1.71456423855159e+16,211106232532992.0,2,2,4,4,1,0.0,105049,79000,10000,8.8128e+16,1000,50,1000,0,49,310049,1.0,3,,,,,,320049,320049,0,1300029,,2.0,,46010000.0,1.0,,,3,49,1
300050,Night-N5,105427,1300030,,,301,50,100,1,15840000.0,64584000000000.0,3.60058490095834e+16,422212465065984.0,2,2,4,4,1,0.0,105050,80000,10000,1.59744e+17,1000,50,1000,0,50,310050,1.0,3,,,,,,320050,320050,0,1300030,,2.0,,51260000.0,1.0,,,6,50,1
300051,Bomber,105427,1300021,,,301,51,100,1,18720000.0,77760000000000.0,7.56122829201251e+16,844424930131968.0,2,2,4,4,1,0.0,105051,81000,10000,3.25632e+17,1000,50,1000,0,51,310051,1.0,3,,,,,,320051,320051,0,1300021,,2.0,,55670000.0,1.0,,,6,51,1
300052,Heavy Bomber,105427,1300022,,,301,52,100,1,21600000.0,94500000000000.0,1.58785794132263e+17,1688849860263940.0,2,2,4,4,1,0.0,105052,82000,10000,5.5296e+17,1000,50,1000,0,52,310052,1.0,3,,,,,,320052,320052,0,1300022,,2.0,,61040000.0,1.0,,,6,52,1
300053,Armed Bomber,105427,1300023,,,301,53,100,1,25200000.0,115128000000000.0,3.33450167677752e+17,3377699720527870.0,2,2,4,4,1,0.0,105053,83000,10000,1.1264e+18,1000,50,1000,0,53,310053,1.0,3,,,,,,320053,320053,0,1300023,,2.0,,67100000.0,1.0,,,6,53,1
300054,Tactical Bomber,105427,1300024,,,301,54,100,1,29520000.0,139968000000000.0,7.00245352123279e+17,6755399441055740.0,2,2,4,4,1,0.0,105054,84000,10000,2.29376e+18,1000,50,1000,0,54,310054,1.0,3,,,,,,320054,320054,0,1300024,,2.0,,73590000.0,1.0,,,6,54,1
300055,Fighter Bomber,105427,1300025,,,301,55,100,1,34560000.0,169344000000000.0,1.47051523945889e+18,1.35107988821115e+16,2,2,4,4,1,0.0,105055,85000,10000,4.66944e+18,1000,50,1000,0,55,310055,1.0,3,,,,,,320055,320055,0,1300025,,2.0,,80300000.0,1.0,,,6,55,1
300056,Strategic Bomber,105427,1300026,,,301,56,100,1,40320000.0,206712000000000.0,3.08808200286367e+18,2.7021597764223e+16,2,2,4,4,1,0.0,105056,86000,10000,8.9088e+18,1000,50,1000,0,56,310056,1.0,3,,,,,,320056,320056,0,1300026,,2.0,,88360000.0,1.0,,,6,56,1
300057,Platinum fighter,105427,1300027,,,301,57,100,1,47520000.0,249480000000000.0,6.48497220601371e+18,5.4043195528446e+16,2,2,4,4,1,0.0,105057,87000,10000,1.81248e+19,1000,50,1000,0,57,310057,1.0,3,,,,,,320057,320057,0,1300027,,2.0,,96090000.0,1.0,,,6,57,1
300058,Ripper fighter,105427,1300028,,,301,58,100,1,55440000.0,301320000000000.0,1.36184416326288e+19,1.08086391056892e+17,2,2,4,4,1,0.0,105058,88000,10000,3.6864e+19,1000,50,1000,0,58,310058,1.0,3,,,,,,320058,320058,0,1300028,,2.0,,104500000.0,1.0,,,6,58,1
300059,Nightmare-N9,105427,1300029,,,301,59,100,1,64800000.0,351540000000000.0,2.85987274285205e+19,2.16172782113784e+17,2,2,4,4,1,0.0,105059,89000,10000,6.2464e+19,1000,50,1000,0,59,310059,1.0,3,,,,,,320059,320059,0,1300029,,2.0,,113240000.0,1.0,,,6,59,1
300060,Night-N5,105427,1300030,,,301,60,100,1,75600000.0,535680000000000.0,6.00573275998931e+19,4.32345564227568e+17,2,2,4,4,1,0.0,105060,90000,10000,1.26976e+20,1000,50,1000,0,60,310060,1.0,3,,,,,,320060,320060,0,1300030,,3.0,,120000000.0,1.0,,,10,60,1
300061,Bomber,105427,1300021,,,301,61,100,1,86400000.0,624960000000000.0,1.26120387959776e+20,8.64691128455135e+17,2,2,4,4,1,0.0,105061,91000,10000,2.58048e+20,1000,50,1000,0,61,310061,1.0,3,,,,,,320061,320061,0,1300021,,3.0,,129590000.0,1.0,,,10,61,1
300062,Heavy Bomber,105427,1300022,,,301,62,100,1,100800000.0,714240000000000.0,2.6485281471553e+20,1.72938225691027e+18,2,2,4,4,1,0.0,105062,92000,10000,5.24288e+20,1000,50,1000,0,62,310062,1.0,3,,,,,,320062,320062,0,1300022,,3.0,,136870000.0,1.0,,,10,62,1
300063,Armed Bomber,105427,1300023,,,301,63,100,1,115200000.0,848160000000000.0,5.56190910902613e+20,3.45876451382054e+18,2,2,4,4,1,0.0,105063,93000,10000,9.984e+20,1000,50,1000,0,63,310063,1.0,3,,,,,,320063,320063,0,1300023,,3.0,,149980000.0,1.0,,,10,63,1
300064,Tactical Bomber,105427,1300024,,,301,64,100,1,136800000.0,982080000000000.0,1.16800091289549e+21,6.91752902764108e+18,2,2,4,4,1,0.0,105064,94000,10000,2.02752e+21,1000,50,1000,0,64,310064,1.0,3,,,,,,320064,320064,0,1300024,,3.0,,160030000.0,1.0,,,10,64,1
300065,Fighter Bomber,105427,1300025,,,301,65,100,1,158400000.0,1160640000000000.0,2.45280191708053e+21,1.38350580552822e+19,2,2,4,4,1,0.0,105065,95000,10000,4.11648e+21,1000,50,1000,0,65,310065,1.0,3,,,,,,320065,320065,0,1300025,,3.0,,174110000.0,1.0,,,10,65,1
300066,Strategic Bomber,105427,1300026,,,301,66,100,1,187200000.0,1339200000000000.0,5.15088402586911e+21,2.76701161105643e+19,2,2,4,4,1,0.0,105066,96000,10000,6.9632e+21,1000,50,1000,0,66,310066,1.0,3,,,,,,320066,320066,0,1300026,,3.0,,184800000.0,2.0,,,10,66,1
300067,Platinum fighter,105427,1300027,,,301,67,100,1,216000000.0,1562400000000000.0,1.08168564543251e+22,5.53402322211287e+19,2,2,4,4,1,0.0,105067,97000,10000,1.41312e+22,1000,50,1000,0,67,310067,1.0,3,,,,,,320067,320067,0,1300027,,3.0,,198280000.0,2.0,,,10,67,1
300068,Ripper fighter,105427,1300028,,,301,68,100,1,252000000.0,1830240000000000.0,2.27153985540827e+22,1.10680464442257e+20,2,2,4,4,1,0.0,105068,98000,10000,2.8672e+22,1000,50,1000,0,68,310068,1.0,3,,,,,,320068,320068,0,1300028,,3.0,,213670000.0,2.0,,,10,68,1
300069,Nightmare-N9,105427,1300029,,,301,69,100,1,295200000.0,2142720000000000.0,4.77023369635737e+22,2.21360928884515e+20,2,2,4,4,1,0.0,105069,99000,10000,5.81632e+22,1000,50,1000,0,69,310069,1.0,3,,,,,,320069,320069,0,1300029,,3.0,,230370000.0,2.0,,,10,69,1
300070,Night-N5,105427,1300030,,,301,70,100,1,345600000.0,2499840000000000.0,1.00174907623505e+23,4.42721857769029e+20,2,2,4,4,1,0.0,105070,100000,10000,1.10592e+23,1000,50,1000,0,70,310070,1.0,3,,,,,,320070,320070,0,1300030,,3.0,,248000000.0,3.0,,,15,70,1
300071,Bomber,105427,1300021,,,301,71,100,1,403200000.0,4999680000000000.0,2.10367306009361e+23,8.85443715538058e+20,2,2,4,4,1,0.0,105071,101000,10000,2.24256e+23,1000,50,1000,0,71,310071,1.0,3,,,,,,320071,320071,0,1300021,,4.0,,270550000.0,3.0,,,15,71,1
300072,Heavy Bomber,105427,1300022,,,301,72,100,1,475200000.0,9999360000000000.0,4.41771342619658e+23,1.77088743107612e+21,2,2,4,4,1,0.0,105072,102000,10000,4.54656e+23,1000,50,1000,0,72,310072,1.0,3,,,,,,320072,320072,0,1300022,,5.0,,293480000.0,3.0,,,15,72,1
300073,Armed Bomber,105427,1300023,,,301,73,100,1,554400000.0,1.999872e+16,9.27719819501282e+23,3.54177486215223e+21,2,2,4,4,1,0.0,105073,103000,10000,7.68e+23,1000,50,1000,0,73,310073,1.0,3,,,,,,320073,320073,0,1300023,,6.0,,320850000.0,3.0,,,15,73,1
300074,Tactical Bomber,105427,1300024,,,301,74,100,1,648000000.0,3.999744e+16,1.94821162095269e+24,7.08354972430447e+21,2,2,4,4,1,0.0,105074,104000,10000,1.55648e+24,1000,50,1000,0,74,310074,1.0,3,,,,,,320074,320074,0,1300024,,7.0,,352800000.0,3.0,,,15,74,1
300075,Fighter Bomber,105427,1300025,,,301,75,100,1,756000000.0,7.999488e+16,4.09124440400065e+24,1.41670994486089e+22,2,2,4,4,1,0.0,105075,105000,10000,3.15392e+24,1000,50,1000,0,75,310075,1.0,3,,,,,,320075,320075,0,1300025,,9.0,,383570000.0,4.0,,,18,75,1
300076,Strategic Bomber,105427,1300026,,,301,76,100,1,864000000.0,1.5998976e+17,8.59161324840137e+24,2.83341988972179e+22,2,2,4,4,1,0.0,105076,106000,10000,6.38976e+24,1000,50,1000,0,76,310076,1.0,3,,,,,,320076,320076,0,1300026,,11.0,,430400000.0,4.0,,,18,76,1
300077,Platinum fighter,105427,1300027,,,301,77,100,1,1008000000.0,3.1997952e+17,1.80423878216429e+25,5.66683977944357e+22,2,2,4,4,1,0.0,105077,107000,10000,1.21344e+25,1000,50,1000,0,77,310077,1.0,3,,,,,,320077,320077,0,1300027,,13.0,,478970000.0,4.0,,,18,77,1
300078,Ripper fighter,105427,1300028,,,301,78,100,1,1152000000.0,6.3995904e+17,3.78890144254501e+25,1.13336795588871e+23,2,2,4,4,1,0.0,105078,108000,10000,2.4576e+25,1000,50,1000,0,78,310078,1.0,3,,,,,,320078,320078,0,1300028,,15.0,,561310000.0,4.0,,,18,78,1
300079,Nightmare-N9,105427,1300029,,,301,79,100,1,1368000000.0,1.27991808e+18,7.95669302934452e+25,2.26673591177743e+23,2,2,4,4,1,0.0,105079,109000,10000,4.97664e+25,1000,50,1000,0,79,310079,1.0,3,,,,,,320079,320079,0,1300029,,18.0,,650410000.0,4.0,,,18,79,1
300080,Night-N5,105427,1300030,,,301,80,100,1,1584000000.0,2.55983616e+18,1.67090553616235e+26,4.53347182355486e+23,2,2,4,4,1,0.0,105080,110000,10000,1.007616e+26,1000,50,1000,0,80,310080,1.0,3,,,,,,320080,320080,0,1300030,,20.0,,780000000.0,4.0,,,20,80,1
300081,Bomber,105427,1300021,,,301,81,100,1,1872000000.0,5.11967232e+18,3.50890162594094e+26,9.06694364710972e+23,2,2,4,4,1,0.0,105081,111000,10000,2.039808e+26,1000,50,1000,0,81,310081,1.0,3,,,,,,320081,320081,0,1300021,,30.0,,900000000.0,4.0,,,20,81,1
300082,Heavy Bomber,105427,1300022,,,301,82,100,1,2160000000.0,1.023934464e+19,7.36869341447597e+26,1.81338872942194e+24,2,2,4,4,1,0.0,105082,112000,10000,4.128768e+26,1000,50,1000,0,82,310082,1.0,3,,,,,,320082,320082,0,1300022,,50.0,,1050000000.0,5.0,,,20,82,1
300083,Armed Bomber,105427,1300023,,,301,83,100,1,2520000000.0,2.047868928e+19,1.54742561703995e+27,3.62677745884389e+24,2,2,4,4,1,0.0,105083,113000,10000,8.35584e+26,1000,50,1000,0,83,310083,1.0,3,,,,,,320083,320083,0,1300023,,50.0,,,5.0,,,20,83,1
300084,Tactical Bomber,105427,1300024,,,301,84,100,1,2952000000.0,4.095737856e+19,3.2495937957839e+27,7.25355491768778e+24,2,2,4,4,1,0.0,105084,114000,10000,1.671168e+27,1000,50,1000,0,84,310084,1.0,3,,,,,,320084,320084,0,1300024,,50.0,,,5.0,,,20,84,1
300085,Fighter Bomber,105427,1300025,,,301,85,100,1,3456000000.0,8.191475712e+19,6.82414697114619e+27,1.45071098353756e+25,2,2,4,4,1,0.0,105085,115000,10000,3.342336e+27,1000,50,1000,0,85,310085,1.0,3,,,,,,320085,320085,0,1300025,,50.0,,,5.0,,,20,85,1
300086,Strategic Bomber,105427,1300026,,,301,86,100,1,4032000000.0,1.6382951424e+20,1.4330708639407e+28,2.90142196707511e+25,2,2,4,4,1,0.0,105086,116000,10000,6.684672e+27,1000,50,1000,0,86,310086,1.0,3,,,,,,320086,320086,0,1300026,,50.0,,,5.0,,,20,86,1
300087,Platinum fighter,105427,1300027,,,301,87,100,1,4752000000.0,3.2765902848e+20,3.00944881427547e+28,5.80284393415022e+25,2,2,4,4,1,0.0,105087,117000,10000,1.3369344e+28,1000,50,1000,0,87,310087,1.0,3,,,,,,320087,320087,0,1300027,,50.0,,,5.0,,,20,87,1
300088,Ripper fighter,105427,1300028,,,301,88,100,1,5544000000.0,6.5531805696e+20,6.31984250997849e+28,1.16056878683004e+26,2,2,4,4,1,0.0,105088,118000,10000,2.6738688e+28,1000,50,1000,0,88,310088,1.0,3,,,,,,320088,320088,0,1300028,,50.0,,,5.0,,,20,88,1
300089,Nightmare-N9,105427,1300029,,,301,89,100,1,6480000000.0,1.31063611392e+21,1.32716692709548e+29,2.32113757366009e+26,2,2,4,4,1,0.0,105089,119000,10000,5.3477376e+28,1000,50,1000,0,89,310089,1.0,3,,,,,,320089,320089,0,1300029,,50.0,,,5.0,,,20,89,1
300090,Night-N5,105427,1300030,,,301,90,100,1,7560000000.0,2.62127222784e+21,2.78705054690051e+29,4.64227514732018e+26,2,2,4,4,1,0.0,105090,120000,10000,1.06954752e+29,1000,50,1000,0,90,310090,1.0,3,,,,,,320090,320090,0,1300030,,50.0,,,5.0,,,20,90,1
300091,Bomber,105427,1300021,,,301,91,100,1,8640000000.0,5.24254445568e+21,5.85280614849107e+29,9.28455029464035e+26,2,2,4,4,1,0.0,105091,121000,10000,2.13909504e+29,1000,50,1000,0,91,3031,1.0,3,,,,,,0,0,0,1300021,,50.0,,,5.0,,,20,91,1
300092,Heavy Bomber,105427,1300022,,,301,92,100,1,10080000000.0,1.048508891136e+22,1.22908929118312e+30,1.85691005892807e+27,2,2,4,4,1,0.0,105092,122000,10000,4.27819008e+29,1000,50,1000,0,92,3032,1.0,3,,,,,,0,0,0,1300022,,50.0,,,5.0,,,20,92,1
300093,Armed Bomber,105427,1300023,,,301,93,100,1,11520000000.0,2.097017782272e+22,2.58108751148455e+30,3.71382011785614e+27,2,2,4,4,1,0.0,105093,123000,10000,8.55638016e+29,1000,50,1000,0,93,3033,1.0,3,,,,,,0,0,0,1300023,,50.0,,,5.0,,,20,93,1
300094,Tactical Bomber,105427,1300024,,,301,94,100,1,13680000000.0,4.194035564544e+22,5.42028377411756e+30,7.42764023571228e+27,2,2,4,4,1,0.0,105094,124000,10000,1.711276032e+30,1000,50,1000,0,94,3011,1.0,3,,,,,,0,0,0,1300024,,50.0,,,5.0,,,20,94,1
300095,Fighter Bomber,105427,1300025,,,301,95,100,1,15840000000.0,8.388071129088e+22,1.13825959256469e+31,1.48552804714246e+28,2,2,4,4,1,0.0,105095,125000,10000,3.422552064e+30,1000,50,1000,0,95,3012,1.0,3,,,,,,0,0,0,1300025,,50.0,,,5.0,,,20,95,1
300096,Strategic Bomber,105427,1300026,,,301,96,100,1,18720000000.0,1.6776142258176e+23,2.39034514438585e+31,2.97105609428491e+28,2,2,4,4,1,0.0,105096,126000,10000,6.845104128e+30,1000,50,1000,0,96,3013,1.0,3,,,,,,0,0,0,1300026,,50.0,,,5.0,,,20,96,1
300097,Platinum fighter,105427,1300027,,,301,97,100,1,21600000000.0,3.3552284516352e+23,5.01972480321029e+31,5.94211218856983e+28,2,2,4,4,1,0.0,105097,127000,10000,1.3690208256e+31,1000,50,1000,0,97,3014,1.0,3,,,,,,0,0,0,1300027,,50.0,,,5.0,,,20,97,1
300098,Ripper fighter,105427,1300028,,,301,98,100,1,25200000000.0,6.7104569032704e+23,1.05414220867416e+32,1.18842243771397e+29,2,2,4,4,1,0.0,105098,128000,10000,2.7380416512e+31,1000,50,1000,0,98,3015,1.0,3,,,,,,0,0,0,1300028,,50.0,,,5.0,,,20,98,1
300099,Nightmare-N9,105427,1300029,,,301,99,100,1,29520000000.0,1.34209138065408e+24,2.21369863821574e+32,2.37684487542793e+29,2,2,4,4,1,0.0,105099,129000,10000,5.4760833024e+31,1000,50,1000,0,99,3016,1.0,3,,,,,,0,0,0,1300029,,50.0,,,5.0,,,20,99,1
300100,Night-N5,105427,1300030,,,301,100,100,1,34560000000.0,2.68418276130816e+24,4.64876714025305e+32,4.75368975085586e+29,2,2,4,4,1,0.0,105100,130000,10000,1.09521666048e+32,1000,50,1000,0,100,3017,1.0,3,,,,,,0,0,0,1300030,,50.0,,,5.0,,,20,100,1
300101,Bomber,105427,1300021,,,301,101,100,1,40320000000.0,5.36836552261632e+24,9.76241099453141e+32,9.50737950171172e+29,2,2,4,4,1,0.0,0,131000,10000,2.19043332096e+32,1000,50,1000,0,101,310061,1.0,3,,,,,,,,0,1300021,,50.0,,,5.0,,,20,101,1
300102,Heavy Bomber,105427,1300022,,,301,102,100,1,47160000000.0,1.073673104523264e+25,2.0501063088516e+33,1.90147590034234e+30,2,2,4,4,1,0.0,0,132000,10000,4.38086664192e+32,1000,50,1000,0,102,310062,1.0,3,,,,,,,,0,1300022,,50.0,,,5.0,,,20,102,1
300103,Armed Bomber,105427,1300023,,,301,103,100,1,55152000000.0,2.147346209046528e+25,4.30522324858835e+33,3.80295180068469e+30,2,2,4,4,1,0.0,0,133000,10000,8.76173328384e+32,1000,50,1000,0,103,310063,1.0,3,,,,,,,,0,1300023,,50.0,,,5.0,,,20,103,1
300104,Tactical Bomber,105427,1300024,,,301,104,100,1,64512000000.0,4.294692418093056e+25,9.04096882203554e+33,7.60590360136938e+30,2,2,4,4,1,0.0,0,134000,10000,1.752346656768e+33,1000,50,1000,0,104,310064,1.0,3,,,,,,,,0,1300024,,50.0,,,5.0,,,20,104,1
300105,Fighter Bomber,105427,1300025,,,301,105,100,1,74880000000.0,8.589384836186112e+25,1.89860345262746e+34,1.52118072027388e+31,2,2,4,4,1,0.0,0,135000,10000,3.504693313536e+33,1000,50,1000,0,105,310065,1.0,3,,,,,,,,0,1300025,,50.0,,,5.0,,,20,105,1
300106,Strategic Bomber,105427,1300026,,,301,106,100,1,87120000000.0,1.7178769672372224e+26,3.98706725051767e+34,3.04236144054775e+31,2,2,4,4,1,0.0,0,136000,10000,7.009386627072e+33,1000,50,1000,0,106,310066,1.0,3,,,,,,,,0,1300026,,50.0,,,5.0,,,20,106,1
300107,Platinum fighter,105427,1300027,,,301,107,100,1,101520000000.0,3.435753934474445e+26,8.37284122608711e+34,6.0847228810955e+31,2,2,4,4,1,0.0,0,137000,10000,1.4018773254144e+34,1000,50,1000,0,107,310067,1.0,3,,,,,,,,0,1300027,,50.0,,,5.0,,,20,107,1
300108,Ripper fighter,105427,1300028,,,301,108,100,1,118080000000.0,6.87150786894889e+26,1.75829665747829e+35,1.2169445762191e+32,2,2,4,4,1,0.0,0,138000,10000,2.8037546508288e+34,1000,50,1000,0,108,310068,1.0,3,,,,,,,,0,1300028,,50.0,,,5.0,,,20,108,1
300109,Nightmare-N9,105427,1300029,,,301,109,100,1,137520000000.0,1.374301573789778e+27,3.69242298070442e+35,2.4338891524382e+32,2,2,4,4,1,0.0,0,139000,10000,5.6075093016576e+34,1000,50,1000,0,109,310069,1.0,3,,,,,,,,0,1300029,,50.0,,,5.0,,,20,109,1
300110,Night-N5,105427,1300030,,,301,110,100,1,160560000000.0,2.748603147579556e+27,7.75408825947928e+35,4.8677783048764e+32,2,2,4,4,1,0.0,0,140000,10000,1.12150186033152e+35,1000,50,1000,0,110,310070,1.0,3,,,,,,,,0,1300030,,50.0,,,5.0,,,20,110,1
300111,Bomber,105427,1300021,,,301,111,100,1,187200000000.0,5.497206295159112e+27,1.62835853449065e+36,9.7355566097528e+32,2,2,4,4,1,0.0,0,141000,10000,2.24300372066304e+35,1000,50,1000,0,111,310071,1.0,3,,,,,,,,0,1300021,,50.0,,,5.0,,,20,111,1
300112,Heavy Bomber,105427,1300022,,,301,112,100,1,218880000000.0,1.0994412590318223e+28,3.41955292243036e+36,1.94711132195056e+33,2,2,4,4,1,0.0,0,142000,10000,4.48600744132608e+35,1000,50,1000,0,112,310072,1.0,3,,,,,,,,0,1300022,,50.0,,,5.0,,,20,112,1
300113,Armed Bomber,105427,1300023,,,301,113,100,1,255600000000.0,2.1988825180636447e+28,7.18106113710376e+36,3.89422264390112e+33,2,2,4,4,1,0.0,0,143000,10000,8.97201488265216e+35,1000,50,1000,0,113,310073,1.0,3,,,,,,,,0,1300023,,50.0,,,5.0,,,20,113,1
300114,Tactical Bomber,105427,1300024,,,301,114,100,1,298800000000.0,4.397765036127289e+28,1.50802283879179e+37,7.78844528780224e+33,2,2,4,4,1,0.0,0,144000,10000,1.79440297653043e+36,1000,50,1000,0,114,310074,1.0,3,,,,,,,,0,1300024,,50.0,,,5.0,,,20,114,1
300115,Fighter Bomber,105427,1300025,,,301,115,100,1,349200000000.0,8.795530072254579e+28,3.16684796146276e+37,1.55768905756045e+34,2,2,4,4,1,0.0,0,145000,10000,3.58880595306086e+36,1000,50,1000,0,115,310075,1.0,3,,,,,,,,0,1300025,,50.0,,,5.0,,,20,115,1
300116,Strategic Bomber,105427,1300026,,,301,116,100,1,408240000000.0,1.7591060144509157e+29,6.65038071907179e+37,3.1153781151209e+34,2,2,4,4,1,0.0,0,146000,10000,7.17761190612173e+36,1000,50,1000,0,116,310076,1.0,3,,,,,,,,0,1300026,,50.0,,,5.0,,,20,116,1
300117,Platinum fighter,105427,1300027,,,301,117,100,1,477360000000.0,3.5182120289018315e+29,1.39657995100508e+38,6.23075623024179e+34,2,2,4,4,1,0.0,0,147000,10000,1.43552238122435e+37,1000,50,1000,0,117,310077,1.0,3,,,,,,,,0,1300027,,50.0,,,5.0,,,20,117,1
