id,icon,group_id,model,model_down,model_up,iconSrc,iconType,scale_home,scale_battle,click_sound,die_sound,skill,die_effect,afterdie_effect,move_effect,hit_ratio,is_screen_shake,gunfire_type,worker_offset,atlas_path,image_path,scale_para,x_para,y_para,color,new_model,new_model_down,new_model_up,new_icon,new_image_path,new_fight_up,new_fight_down,model_path,name
int,string,int,string,string,string,string,int,double,double,string,string,string,string,string,string,int,int,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
310035,army_zhanji_lv2,3,army_zhanji_lv2,army_zhanji_lv2_down,army_zhanji_lv2_up,,,1.0,0.7,sound/army_zhanji,,102,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,1.1,0,0,,,,,,,,,professionArmy,
310036,army_zhanji_lv3,3,army_zhanji_lv3,army_zhanji_lv3_down,army_zhanji_lv3_up,,,1.0,0.7,sound/army_zhanji,,302,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,1,0,4,,,,,,,,,professionArmy,
310037,army_zhanji_lv4,3,army_zhanji_lv4,army_zhanji_lv4_down,army_zhanji_lv4_up,,,1.0,0.7,sound/army_zhanji,,102,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.93,0,0,,,,,,,,,professionArmy,
310038,army_zhanji_lv5,3,army_zhanji_lv5,army_zhanji_lv5_down,army_zhanji_lv5_up,,,1.0,0.7,sound/army_zhanji,,101,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.85,0,0,,,,,,,,,professionArmy,
310039,army_zhanji_lv6,3,army_zhanji_lv6,army_zhanji_lv6_down,army_zhanji_lv6_up,,,1.0,0.7,sound/army_zhanji,,101,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.89,0,0,,,,,,,,,professionArmy,
310040,army_zhanji_lv7,3,army_zhanji_lv7,army_zhanji_lv7_down,army_zhanji_lv7_up,,,1.0,0.7,sound/army_zhanji,,302,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.95,0,0,,,,,,,,,professionArmy,
310041,army_zhanji_lv8,3,army_zhanji_lv8,army_zhanji_lv8_down,army_zhanji_lv8_up,,,1.0,0.7,sound/army_zhanji,,102,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.94,0,5,,,,,,,,,professionArmy,
310042,army_hongzhaji_lv1,3,army_hongzhaji_lv1,army_hongzhaji_lv1_down,army_hongzhaji_lv1_up,,,1.0,0.7,sound/army_hongzhaji,,301,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.97,0,0,,,,,,,,,professionArmy,
310043,army_hongzhaji_lv2,3,army_hongzhaji_lv2,army_hongzhaji_lv2_down,army_hongzhaji_lv2_up,,,1.0,0.7,sound/army_hongzhaji,,301,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,1,0,0,,,,,,,,,professionArmy,
310044,army_hongzhaji_lv3,3,army_hongzhaji_lv3,army_hongzhaji_lv3_down,army_hongzhaji_lv3_up,,,1.0,0.7,sound/army_hongzhaji,,301,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.86,0,0,,,,,,,,,professionArmy,
310045,army_hongzhaji_lv4,3,army_hongzhaji_lv4,army_hongzhaji_lv4_down,army_hongzhaji_lv4_up,,,1.0,0.7,sound/army_hongzhaji,,301,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,1.13,0,0,,,,,,,,,professionArmy,
310046,army_feiting_lv1,3,army_feiting_lv1,army_feiting_lv1_down,army_feiting_lv1_up,,,1.0,0.7,sound/army_airship,,302,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,1.08,0,0,,,,,,,,,professionArmy,
310047,army_feiting_lv2,3,army_feiting_lv2,army_feiting_lv2_down,army_feiting_lv2_up,,,1.0,0.7,sound/army_airship,,302,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.93,0,0,,,,,,,,,professionArmy,
310048,army_feiting_lv3,3,army_feiting_lv3,army_feiting_lv3_down,army_feiting_lv3_up,,,1.0,0.7,sound/army_airship,,302,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.8,0,0,,,,,,,,,professionArmy,
310049,army_zhanji_lv1,3,army_zhanji_lv1,army_zhanji_lv1_down,army_zhanji_lv1_up,,,1.0,0.7,sound/army_zhanji,,102,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.9,0,0,,,,,,,,,professionArmy,
310050,army_zhanji_lv2,3,army_zhanji_lv2,army_zhanji_lv2_down,army_zhanji_lv2_up,,,1.0,0.7,sound/army_zhanji,,102,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,1.1,0,0,,,,,,,,,professionArmy,
310051,army_zhanji_lv3,3,army_zhanji_lv3,army_zhanji_lv3_down,army_zhanji_lv3_up,,,1.0,0.7,sound/army_zhanji,,302,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,1,0,4,,,,,,,,,professionArmy,
310052,army_zhanji_lv4,3,army_zhanji_lv4,army_zhanji_lv4_down,army_zhanji_lv4_up,,,1.0,0.7,sound/army_zhanji,,102,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.93,0,0,,,,,,,,,professionArmy,
310053,army_zhanji_lv5,3,army_zhanji_lv5,army_zhanji_lv5_down,army_zhanji_lv5_up,,,1.0,0.7,sound/army_zhanji,,101,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.85,0,0,,,,,,,,,professionArmy,
310054,army_zhanji_lv6,3,army_zhanji_lv6,army_zhanji_lv6_down,army_zhanji_lv6_up,,,1.0,0.7,sound/army_zhanji,,101,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.89,0,0,,,,,,,,,professionArmy,
310055,army_zhanji_lv7,3,army_zhanji_lv7,army_zhanji_lv7_down,army_zhanji_lv7_up,,,1.0,0.7,sound/army_zhanji,,302,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.95,0,0,,,,,,,,,professionArmy,
310056,army_zhanji_lv8,3,army_zhanji_lv8,army_zhanji_lv8_down,army_zhanji_lv8_up,,,1.0,0.7,sound/army_zhanji,,102,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.94,0,5,,,,,,,,,professionArmy,
310057,army_hongzhaji_lv1,3,army_hongzhaji_lv1,army_hongzhaji_lv1_down,army_hongzhaji_lv1_up,,,1.0,0.7,sound/army_hongzhaji,,301,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.97,0,0,,,,,,,,,professionArmy,
310058,army_hongzhaji_lv2,3,army_hongzhaji_lv2,army_hongzhaji_lv2_down,army_hongzhaji_lv2_up,,,1.0,0.7,sound/army_hongzhaji,,301,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,1,0,0,,,,,,,,,professionArmy,
310059,army_hongzhaji_lv3,3,army_hongzhaji_lv3,army_hongzhaji_lv3_down,army_hongzhaji_lv3_up,,,1.0,0.7,sound/army_hongzhaji,,301,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.86,0,0,,,,,,,,,professionArmy,
310060,army_hongzhaji_lv4,3,army_hongzhaji_lv4,army_hongzhaji_lv4_down,army_hongzhaji_lv4_up,,,1.0,0.7,sound/army_hongzhaji,,301,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,1.13,0,0,b419e5,,,,,,,,professionArmy,
310061,army_feiting_lv1,3,army_feiting_lv1,army_feiting_lv1_down,army_feiting_lv1_up,,,1.0,0.7,sound/army_airship,,302,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,1.08,0,0,b419e5,,,,,,,,professionArmy,
310062,army_feiting_lv2,3,army_feiting_lv2,army_feiting_lv2_down,army_feiting_lv2_up,,,1.0,0.7,sound/army_airship,,302,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.93,0,0,b419e5,,,,,,,,professionArmy,
310063,army_feiting_lv3,3,army_feiting_lv3,army_feiting_lv3_down,army_feiting_lv3_up,,,1.0,0.7,sound/army_airship,,302,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.8,0,0,b419e5,,,,,,,,professionArmy,
310064,army_zhanji_lv1,3,army_zhanji_lv1,army_zhanji_lv1_down,army_zhanji_lv1_up,,,1.0,0.7,sound/army_zhanji,,102,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.9,0,0,b419e5,,,,,,,,professionArmy,
310065,army_zhanji_lv2,3,army_zhanji_lv2,army_zhanji_lv2_down,army_zhanji_lv2_up,,,1.0,0.7,sound/army_zhanji,,102,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,1.1,0,0,b419e5,,,,,,,,professionArmy,
310066,army_zhanji_lv3,3,army_zhanji_lv3,army_zhanji_lv3_down,army_zhanji_lv3_up,,,1.0,0.7,sound/army_zhanji,,302,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,1,0,4,b419e5,,,,,,,,professionArmy,
310067,army_zhanji_lv4,3,army_zhanji_lv4,army_zhanji_lv4_down,army_zhanji_lv4_up,,,1.0,0.7,sound/army_zhanji,,102,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.93,0,0,b419e5,,,,,,,,professionArmy,
310068,army_zhanji_lv5,3,army_zhanji_lv5,army_zhanji_lv5_down,army_zhanji_lv5_up,,,1.0,0.7,sound/army_zhanji,,101,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.85,0,0,b419e5,,,,,,,,professionArmy,
310069,army_zhanji_lv6,3,army_zhanji_lv6,army_zhanji_lv6_down,army_zhanji_lv6_up,,,1.0,0.7,sound/army_zhanji,,101,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.89,0,0,b419e5,,,,,,,,professionArmy,
310070,army_zhanji_lv7,3,army_zhanji_lv7,army_zhanji_lv7_down,army_zhanji_lv7_up,,,1.0,0.7,sound/army_zhanji,,302,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.95,0,0,b419e5,,,,,,,,professionArmy,
310071,army_zhanji_lv8,3,army_zhanji_lv8,army_zhanji_lv8_down,army_zhanji_lv8_up,,,1.0,0.7,sound/army_zhanji,,102,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.94,0,5,b419e5,,,,,,,,professionArmy,
310072,army_hongzhaji_lv1,3,army_hongzhaji_lv1,army_hongzhaji_lv1_down,army_hongzhaji_lv1_up,,,1.0,0.7,sound/army_hongzhaji,,301,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.97,0,0,b419e5,,,,,,,,professionArmy,
310073,army_hongzhaji_lv2,3,army_hongzhaji_lv2,army_hongzhaji_lv2_down,army_hongzhaji_lv2_up,,,1.0,0.7,sound/army_hongzhaji,,301,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,1,0,0,b419e5,,,,,,,,professionArmy,
310074,army_hongzhaji_lv3,3,army_hongzhaji_lv3,army_hongzhaji_lv3_down,army_hongzhaji_lv3_up,,,1.0,0.7,sound/army_hongzhaji,,301,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.86,0,0,b419e5,,,,,,,,professionArmy,
310075,army_hongzhaji_lv4,3,army_hongzhaji_lv4,army_hongzhaji_lv4_down,army_hongzhaji_lv4_up,,,1.0,0.7,sound/army_hongzhaji,,301,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,1.13,0,0,b419e5,,,,,,,,professionArmy,
310076,army_feiting_lv1,3,army_feiting_lv1,army_feiting_lv1_down,army_feiting_lv1_up,,,1.0,0.7,sound/army_airship,,302,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,1.08,0,0,b419e5,,,,,,,,professionArmy,
310077,army_feiting_lv2,3,army_feiting_lv2,army_feiting_lv2_down,army_feiting_lv2_up,,,1.0,0.7,sound/army_airship,,302,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.93,0,0,b419e5,,,,,,,,professionArmy,
310078,army_feiting_lv3,3,army_feiting_lv3,army_feiting_lv3_down,army_feiting_lv3_up,,,1.0,0.7,sound/army_airship,,302,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.8,0,0,b419e5,,,,,,,,professionArmy,
310079,army_zhanji_lv1,3,army_zhanji_lv1,army_zhanji_lv1_down,army_zhanji_lv1_up,,,1.0,0.7,sound/army_zhanji,,102,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.9,0,0,b419e5,,,,,,,,professionArmy,
310080,army_zhanji_lv2,3,army_zhanji_lv2,army_zhanji_lv2_down,army_zhanji_lv2_up,,,1.0,0.7,sound/army_zhanji,,102,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,1.1,0,0,b419e5,,,,,,,,professionArmy,
310081,army_zhanji_lv3,3,army_zhanji_lv3,army_zhanji_lv3_down,army_zhanji_lv3_up,,,1.0,0.7,sound/army_zhanji,,302,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,1,0,4,e5192e,,,,,,,,professionArmy,
310082,army_zhanji_lv4,3,army_zhanji_lv4,army_zhanji_lv4_down,army_zhanji_lv4_up,,,1.0,0.7,sound/army_zhanji,,102,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.93,0,0,e5192e,,,,,,,,professionArmy,
310083,army_zhanji_lv5,3,army_zhanji_lv5,army_zhanji_lv5_down,army_zhanji_lv5_up,,,1.0,0.7,sound/army_zhanji,,101,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.85,0,0,e5192e,,,,,,,,professionArmy,
310084,army_zhanji_lv6,3,army_zhanji_lv6,army_zhanji_lv6_down,army_zhanji_lv6_up,,,1.0,0.7,sound/army_zhanji,,101,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.89,0,0,e5192e,,,,,,,,professionArmy,
310085,army_zhanji_lv7,3,army_zhanji_lv7,army_zhanji_lv7_down,army_zhanji_lv7_up,,,1.0,0.7,sound/army_zhanji,,302,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.95,0,0,e5192e,,,,,,,,professionArmy,
310086,army_zhanji_lv8,3,army_zhanji_lv8,army_zhanji_lv8_down,army_zhanji_lv8_up,,,1.0,0.7,sound/army_zhanji,,102,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.94,0,5,e5192e,,,,,,,,professionArmy,
310087,army_hongzhaji_lv1,3,army_hongzhaji_lv1,army_hongzhaji_lv1_down,army_hongzhaji_lv1_up,,,1.0,0.7,sound/army_hongzhaji,,301,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.97,0,0,e5192e,,,,,,,,professionArmy,
310088,army_hongzhaji_lv2,3,army_hongzhaji_lv2,army_hongzhaji_lv2_down,army_hongzhaji_lv2_up,,,1.0,0.7,sound/army_hongzhaji,,301,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,1,0,0,e5192e,,,,,,,,professionArmy,
310089,army_hongzhaji_lv3,3,army_hongzhaji_lv3,army_hongzhaji_lv3_down,army_hongzhaji_lv3_up,,,1.0,0.7,sound/army_hongzhaji,,301,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.86,0,0,e5192e,,,,,,,,professionArmy,
310090,army_hongzhaji_lv4,3,army_hongzhaji_lv4,army_hongzhaji_lv4_down,army_hongzhaji_lv4_up,,,1.0,0.7,sound/army_hongzhaji,,301,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,1.13,0,0,e5192e,,,,,,,,professionArmy,
1100001,army_bubing_lv1,1,army_bubing_lv1,army_bubing_lv1_down,army_bubing_lv1_up,,,1.0,1.0,sound/army_soldier,,1011,Effect_die,,Effect_jiaoyin;Effect_jiaoyin,36,0,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,UI/ea_icon_production,0.75,0,0,,,,,,,,,army,
1100002,army_bubing_lv2,1,army_bubing_lv2,army_bubing_lv2_down,army_bubing_lv2_up,,,1.0,1.0,sound/army_soldier_2,,101,Effect_die,,Effect_jiaoyin;Effect_jiaoyin,36,0,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,UI/ea_icon_production,0.75,0,0,,,,,,,,,army,
1100003,army_bubing_lv3,1,army_bubing_lv3,army_bubing_lv3_down,army_bubing_lv3_up,,,1.0,1.0,sound/army_soldier_3,,301,Effect_die,,Effect_jiaoyin;Effect_jiaoyin,36,0,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,UI/ea_icon_production,0.75,0,0,,,,,,,,,army,
1100004,army_bubing_lv4,1,army_bubing_lv4,army_bubing_lv4_down,army_bubing_lv4_up,,,1.0,1.0,sound/army_soldier,,101,Effect_die,,Effect_jiaoyin;Effect_jiaoyin,60,0,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,UI/ea_icon_production,0.75,0,0,,,,,,,,,army,
1100005,army_bubing_lv5,1,army_bubing_lv5,army_bubing_lv5_down,army_bubing_lv5_up,,,1.0,1.0,sound/army_soldier_2,,101,Effect_die,,Effect_jiaoyin;Effect_jiaoyin,36,0,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,UI/ea_icon_production,0.55,0,0,,,,,,,,,army,
1100006,army_bubing_lv7,1,army_bubing_lv7,army_bubing_lv7_down,army_bubing_lv7_up,,,1.0,1.0,sound/army_soldier_2,,101,Effect_die,,Effect_jiaoyin;Effect_jiaoyin,36,0,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,UI/ea_icon_production,0.42,0,0,,,,,,,,,army,
1100007,army_bubing_lv6,1,army_bubing_lv6,army_bubing_lv6_down,army_bubing_lv6_up,,,1.0,1.0,sound/army_soldier_3,,102,Effect_die,,Effect_jiaoyin;Effect_jiaoyin,36,0,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,UI/ea_icon_production,0.45,0,0,,,,,,,,,army,
1100008,LuJun_008,1,LuJun_008,LuJun_008_down,LuJun_008_up,,,1.0,1.0,sound/army_tank,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.4,0,0,,,,,,,,,army,
1100009,army_tanke_lv1,1,army_tanke_lv1,army_tanke_lv1_down,army_tanke_lv1_up,,,1.0,1.0,sound/army_tank,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,0.98,0,0,,,,,,,,,army,
1100010,army_tanke_lv2,1,army_tanke_lv2,army_tanke_lv2_down,army_tanke_lv2_up,,,1.0,1.0,sound/army_tank_2,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,0.87,0,0,,,,,,,,,army,
1100011,army_tanke_lv3,1,army_tanke_lv3,army_tanke_lv3_down,army_tanke_lv3_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,,,,,,,,,army,
1100012,army_tanke_lv4,1,army_tanke_lv4,army_tanke_lv4_down,army_tanke_lv4_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.4,-1,0,,,,,,,,,army,
1100013,army_tanke_lv5,1,army_tanke_lv5,army_tanke_lv5_down,army_tanke_lv5_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.25,0,15,,,,,,,,,army,
1100014,army_tanke_lv6,1,army_tanke_lv6,army_tanke_lv6_down,army_tanke_lv6_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.23,0,15,,,,,,,,,army,
1100015,army_tanke_lv7,1,army_tanke_lv7,army_tanke_lv7_down,army_tanke_lv7_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.17,0,10,,,,,,,,,army,
1100016,army_tanke_lv8,1,army_tanke_lv8,army_tanke_lv8_down,army_tanke_lv8_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.2,0,5,,,,,,,,,army,
1100017,army_tanke_lv9,1,army_tanke_lv9,army_tanke_lv9_down,army_tanke_lv9_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,0.88,0,15,,,,,,,,,army,
1100018,army_tanke_lv10,1,army_tanke_lv10,army_tanke_lv10_down,army_tanke_lv10_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.5,0,0,,,,,,,,,army,
1100019,army_tanke_lv11,1,army_tanke_lv11,army_tanke_lv11_down,army_tanke_lv11_up,,,0.8,0.8,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,UI/ea_icon_production,0.46,0,0,,,,,,,,,army,
1100020,army_tanke_lv12,1,army_tanke_lv12,army_tanke_lv12_down,army_tanke_lv12_up,,,0.8,0.8,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.5,0,0,,,,,,,,,army,
1100021,army_tanke_lv13,1,army_tanke_lv13,army_tanke_lv13_down,army_tanke_lv13_up,,,0.8,0.8,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.35,0,0,,,,,,,,,army,
1100022,army_tanke_lv14,1,army_tanke_lv14,army_tanke_lv14_down,army_tanke_lv14_up,,,0.8,0.8,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.4,0,0,,,,,,,,,army,
1100023,army_tanke_lv15,1,army_tanke_lv15,army_tanke_lv15_down,army_tanke_lv15_up,,,0.8,0.8,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.35,0,0,,,,,,,,,army,
1100024,army_tanke_lv16,1,army_tanke_lv16,army_tanke_lv16_down,army_tanke_lv16_up,,,0.8,0.8,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.4,0,0,,,,,,,,,army,
1100025,army_zhanche_lv2,1,army_zhanche_lv2,army_zhanche_lv2_down,army_zhanche_lv2_up,,,1.0,1.0,sound/army_zhanche_2,,301,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,,,,,,,,,army,
1100026,army_zhanche_lv3,1,army_zhanche_lv3,army_zhanche_lv3_down,army_zhanche_lv3_up,,,1.0,1.0,sound/army_zhanche_3,,303,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,0.95,0,0,,,,,,,,,army,
1100027,LuJun_027,1,LuJun_027,LuJun_027_down,LuJun_027_up,,,1.0,1.0,sound/army_tank_3,,301,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.1,0,0,,,,,,,,,army,
