id,name,desc,label,labelDesc,hero_type,skillDesc,fragmentsNumber,quality,type,war,warAdd,def,defAdd,command,upStar1,upStar2,upStar3,upStar4,skill,source,hero_icon,icon_harmony,hero_tachie,black_hero_icon,black_hero_name,backGround,recommendedSkill,is_show,show_hero_id,exclude,plat,jp_des,get_show,time,endtime,timeType,skin,active_skill,skin_use,exclude_item,bg_img,is_link_hero,cn_idle_name,idle_name,skintime,skinendtime,skinitemid,idle_action_control,new_active_skill,hero_ui_effect,land_fight_scale,exclusive,upgrade,hero_cap_skill_group_id,hero_cap_skill_des,can_show,hero_cap_sp_type,hero_cap_sp_parma
120,Fahed,Fahed is a notable merchant who gained fame for being the "largest merchant" during the 90s. As an incredible salesman; he developed good persistence and outstanding people skills. He formed a group to take special missions; in which he could "give his merchandise a shot". The 90s has made him one of the richest merchant dealers; but he made a vow to himself; never trade with the ungrateful and disloyal Dark Empire. Keeping that in mind; he joined the Freedom League.,Panther Prince,,0,Provides HP Armor to protect all units and charges for a fatal attack!,10,5,1,479,95,121,25,400,352|124|0;352|124|0;352|124|0;352|124|0;1056|372|300,704|248|0;704|248|0;704|248|0;704|248|0;2112|744|400,1056|372|0;1056|372|0;1056|372|0;1056|372|0;3168|1116|400,1408|496|0;1408|496|0;1408|496|0;1408|496|0;4224|1488|500,10120,3,image/hero_icon/hero_icon120,,hero_tachie120,image/hero_icon/black_hero_icon120,black_Fahed,1,,1,,,,,,2021-4-13-0-0-0,2029-1-21-0-0-0,1,2121|2173,,1,,,,,,2021-4-15-0-0-0,2021-4-22-0-0-0,14101242,1|1;4|1,,,,,,120,Provides HP Armor to protect all units and charges for a fatal attack!,1,,
121,Delhuyar,Marie Delhuyar's father is a well-known mineralogist in the Freedom League. A dedicated scholar who has been working away from home for a long time. Marie grew up without love and attention and gave up her chance to go to college choosing to join the army instead. She wanted to find out why her father was so obsessed with those stones. The same year; Marie's father discovered the existence of Odinium. He was exposed to a lot of radiation; which caused him to get ARS. After realizing the importance of her father's finding; Marie continued her father's studies on Odinium.,The Prospector,德卢雅尔，采集英雄,0,Delhuyar is pretty good at gathering; especially for gathering the Odinium.,10,4,2,104,17,196,43,300,80|156|0;80|156|0;80|156|0;80|156|0;240|468|200,160|312|0;160|312|0;160|312|0;160|312|0;480|936|300,240|468|0;240|468|0;240|468|0;240|468|0;720|1404|300,320|624|0;320|624|0;320|624|0;320|624|0;960|1872|400,10121,11,image/hero_icon/hero_icon121,,hero_tachie121,image/hero_icon/black_hero_icon121,black_Delhuyar,1,,1,,,,,,,,2,,,1,,,,,,,,,,,,,,,121,Delhuyar is pretty good at gathering; especially for gathering the Odinium.,1,,
216,Akatora,Akatora was not the name his family gave him. He was born and brought up in a wealthy family; but he was not interested in inheriting the family business at all; so he left. One day he went to an Izakaya and met an old man. He had a pleasant chat with this old pal and he even paid off the old man's bill. In return; the old man gave him a sword study guide "Akazuna's Hidden Secret" and the Japanese sword "Tora (the Tiger)". It wasn't until then he realized that this old man in front of him was a Kendo master; who devoted his life to the art of the sword. He named himself after his master; and started to explore the secret of Kendo. Then the war came; Akatora resolutely joined the Freedom League. Although his sword skill is not as good as his master; Akatora's family has been secretly helping him; and made him a powerful armor - whenever the machine detects an extreme situation; a mysterious mech would show up...,Kendo Apprentice,,1,Akatora gets Rage at the beginning of the battle so that he can release his rage skill faster and destroy the enemies with anger.\nAkatora's Exclusive Skill gives extra attributes: \nLv. 3: When Akatora is in battle; increase ATK of all units by 20%.\nLv. 5: Damage taken by your units is reduced by 2% (not required to be in the battle).\nLv. 7: Rage skill launches 5~11 Missiles randomly. \nRage gained at the beginning of the battle ≤ slots with active units (if there are more than 9 slots with active units; there will be no limit on the initial Rage).\nIf the Rage is more than 7; the extra rage can be reserved for the next round.,10,5,2,195,32,405,88,400,140|340|0;140|340|0;140|340|0;140|340|0;420|1020|300,280|680|0;280|680|0;280|680|0;280|680|0;840|2040|400,420|1020|0;420|1020|0;420|1020|0;420|1020|0;1260|3060|400,560|1360|0;560|1360|0;560|1360|0;560|1360|0;1680|4080|500,10216,3,image/hero_icon/hero_icon216,,hero_tachie216,image/hero_icon/black_hero_icon215,black_Akatora,2,,1,,,,,,2021-05-14-20-0-0,2029-1-21-0-0-0,1,2131|2178,,1,,,,,,2021-5-15-0-0-0,2021-5-20-0-0-0,14101292,,,,,,,216,Akatora gets Rage at the beginning of the battle so that he can release his rage skill faster and destroy the enemies with anger.\nAkatora's Exclusive Skill gives extra attributes: \nLv. 3: When Akatora is in battle; increase ATK of all units by 20%.\nLv. 5: Damage taken by your units is reduced by 2% (not required to be in the battle).\nLv. 7: Rage skill launches 5~11 Missiles randomly. \nRage gained at the beginning of the battle ≤ slots with active units (if there are more than 9 slots with active units; there will be no limit on the initial Rage).\nIf the Rage is more than 7; the extra rage can be reserved for the next round.,1,,
122,Ishi Tarou,As a veteran in the Freedom League; Ishi Tarou has long been tired of the endless fighting. He set himself a slogan - you are right where you should be. Ishi Tarou; who has experienced many battles; is proud that he's never had an accident. When the Freedom League needed a mining expert; Ishi Tarou used his extensive knowledge of mining exploration; and volunteered to join the mining squad. Away from the frontline.,The Innovator,,0,Very good at fighting and gathering.,10,4,2,104,17,196,43,300,80|156|0;80|156|0;80|156|0;80|156|0;240|468|200,160|312|0;160|312|0;160|312|0;160|312|0;480|936|300,240|468|0;240|468|0;240|468|0;240|468|0;720|1404|300,320|624|0;320|624|0;320|624|0;320|624|0;960|1872|400,10122,3,image/hero_icon/hero_icon122,,hero_tachie122,image/hero_icon/black_hero_icon122,black_Ishi Tarou,1,,1,,,,,,2021-05-14-20-0-0,2029-1-21-0-0-0,1,,,1,,,,,,,,,,,,,,,122,Delhuyar is pretty good at gathering; especially for gathering the Odinium.,1,,
123,Scaramanga,Scaramanga is a military engineer; and was assigned to the Super Weapon Center. Tin Woodsman - as called by his fellow colleagues. His facial nerves were damaged in an accident and he suffered from heliophobia. He couldn't smile; blink; or make any expressions. This made no difference his already quiet and serious demeanor. After Dr. Gero gave him an Odinium prosthetic arm; he devoted himself to repairing Valhalla units.,Tin Woodman,,0,Very helpful when training and repairing Valhalla Units!,10,5,2,445,96,155,24,400,384|96|0;384|96|0;384|96|0;384|96|0;1152|288|300,768|192|0;768|192|0;768|192|0;768|192|0;2304|576|400,1152|288|0;1152|288|0;1152|288|0;1152|288|0;3456|864|400,1536|384|0;1536|384|0;1536|384|0;1536|384|0;4608|1152|500,10123,3,image/hero_icon/hero_icon123,,hero_tachie123,image/hero_icon/black_hero_icon215,black_Scaramanga,1,,1,,,,,,2021-02-02-0-0-0,2029-1-21-0-0-0,1,,,1,,,,,,,,,1|1;4|1,,,,,,123,Very helpful when training and repairing Valhalla Units!,1,,
316,Aya,Aya is the daughter of the great chief of an ancient tribe. To fight the Dark Empire; the Freedom League destroyed and invaded Aya's homeland. "The Freedom League is no better than the Dark Empire!". She will never forgive the League that destroyed her home; and the Empire that stole the Sacred Item. So fearlessly; she started her own journey of revenge to fight back.,The Chosen One,,2,Aya's Power of Nature will greatly improve the DEF of the front row! When your mid or back row unit attacks; there is a chance to summon a Thunder Blast that attacks the enemy units randomly!,10,5,2,195,39,405,81,400,140|340|0;140|340|0;140|340|0;140|340|0;420|1020|300,280|680|0;280|680|0;280|680|0;280|680|0;840|2040|400,420|1020|0;420|1020|0;420|1020|0;420|1020|0;1260|3060|400,560|1360|0;560|1360|0;560|1360|0;560|1360|0;1680|4080|500,10316,3,image/hero_icon/hero_icon316,,hero_tachie316,image/hero_icon/black_hero_icon215,black_hero_name616,3,,1,,,,,,2021-06-17-00-0-0,2029-1-21-0-0-0,1,,,1,,,,,,,,,1|1;4|1,,,,,,316,Aya's Power of Nature will greatly improve the DEF of the front row! When your mid or back row unit attacks; there is a chance to summon a Thunder Blast that attacks the enemy units randomly!,1,,
217,Bailos,Ahenarbe is an organization empowered and entrusted by the Dark Legion with the task of investigating anomalous objects; entities; and phenomena. In the past Astrology received widespread public interest and was not fully understood. The Ahenarbe were instructed to abduct and detain a number of astrologers and soothsayers with the intention of performing numerous experiments on them. Bailos' parents and little brother were among these captured astrologers. Bailos joined the Freedom league to find her family and bring an end to Ahenarbe.,Trail of the Star,,1,When this hero participates in battle; the attack performance of your Naval units will be greatly improved.\nHeroes that can decrease opponent's ATK: Rockfield; Teresa; Bell; Akatora; Yuu,10,5,1,430,78,170,42,400,352|124|0;352|124|0;352|124|0;352|124|0;1056|372|300,704|248|0;704|248|0;704|248|0;704|248|0;2112|744|400,1056|372|0;1056|372|0;1056|372|0;1056|372|0;3168|1116|400,1408|496|0;1408|496|0;1408|496|0;1408|496|0;4224|1488|500,10217,3,image/hero_icon/hero_icon217,,hero_tachie217,image/hero_icon/black_hero_icon215,black_Bailos,2,,1,,,,,,2021-07-14-0-0-0,2029-1-21-0-0-0,1,2143,,1,,,,,,2021-7-15-0-0-0,2021-7-22-0-0-0,14101323,1|1;4|1,,,,,,217,When this hero participates in battle; the attack performance of your Naval units will be greatly improved.\nHeroes that can decrease opponent's ATK: Rockfield; Teresa; Bell; Akatora; Yuu,1,,
124,Optimus Prime,Optimus Prime is the leader of the Autobots. He is smart; spirited; courageous and a tireless defender of the weak. Born of humble beginnings; he became a hero by raising his voice in support of freedom. He became a legend by picking up a sword and putting his spark on the line to fight for it. He converts into a powerful truck for vehicle mode combat!,Leader of the Autobots,,0,Til' All Are One! Optimus Prime's skill improves DEF of all units for the first round (1 round only) the skill is released; and the next round improves ATK of all units till the battle ends.,10,5,2,185,35,425,85,400,140|340|0;140|340|0;140|340|0;140|340|0;420|1020|300,280|680|0;280|680|0;280|680|0;280|680|0;840|2040|400,420|1020|0;420|1020|0;420|1020|0;420|1020|0;1260|3060|400,560|1360|0;560|1360|0;560|1360|0;560|1360|0;1680|4080|500,10124,3,image/hero_icon/hero_icon124,,hero_tachie124,image/hero_icon/black_hero_icon215,black_Optimus Prime,1,,1,,,,,,2021-08-06-0-0-0,2029-1-21-0-0-0,1,,,1,,,,,,,,,1|1;4|1,,,,,,124,Til' All Are One! Optimus Prime's skill improves DEF of all units for the first round (1 round only) the skill is released; and the next round improves ATK of all units till the battle ends.,1,,
125,Bumblebee,Bumblebee is the youngest member and one of the last recruits to the Autobots team. An exuberant and energetic adventurer; his delightful charm and optimism welcomes everyone he meets. He looks up to Optimus Prime as a father figure and is wholeheartedly devoted to his leader’s mission to secure freedom for all sentient beings. In Top War; Bumblebee converts into a small car; capable of great speed and endurance during vehicle combat!,Autobots Scout,,0,The rare Bumblebee is very brave with 100% critical hit super missile! (Only effective against Dark Forces),10,4,1,218,40,82,19,300,172|64|0;172|64|0;172|64|0;172|64|0;516|192|200,344|128|0;344|128|0;344|128|0;344|128|0;1032|384|300,516|192|0;516|192|0;516|192|0;516|192|0;1548|576|300,688|256|0;688|256|0;688|256|0;688|256|0;2064|768|400,10125,12|5622|747,image/hero_icon/hero_icon125,,hero_tachie125,image/hero_icon/black_hero_icon215,black_Bumblebee,1,,1,,,,,,2021-08-10-0-0-0,2029-1-21-0-0-0,1,,,1,,,,,,,,,1|1;4|1,,,,1,2010099;1;128;5,125,The rare Bumblebee is very brave with 100% critical hit super missile! (Only effective against Dark Forces),1,,
128,Bumblebee,Bumblebee is the youngest member and one of the last recruits to the Autobots team. An exuberant and energetic adventurer; his delightful charm and optimism welcomes everyone he meets. He looks up to Optimus Prime as a father figure and is wholeheartedly devoted to his leader’s mission to secure freedom for all sentient beings. In Top War; Bumblebee converts into a small car; capable of great speed and endurance during vehicle combat!,Autobots Scout,,0,A legend!! SSR Bumblebee with 100% critical rate against enemies!,10,5,1,218,43,82,22,400,172|64|0;172|64|0;172|64|0;172|64|0;516|192|300,344|128|0;344|128|0;344|128|0;344|128|0;1032|384|400,516|192|0;516|192|0;516|192|0;516|192|0;1548|576|300,688|256|0;688|256|0;688|256|0;688|256|0;2064|768|500,10128,12|5002801,image/hero_icon/hero_icon125,,hero_tachie128,image/hero_icon/black_hero_icon215,black_Bumblebee,1,,1,,,,,,2021-08-10-0-0-0,2029-1-21-0-0-0,1,,,1,,,,,,,,,1|1;4|1,,,,,,128,A legend!! SSR Bumblebee with 100% critical rate against enemies!,1,,
126,Megatron,hero_desc126,hero_label126,,0,hero_skillDesc126,10,5,2,185,33,425,87,400,140|340|0;140|340|0;140|340|0;140|340|0;420|1020|300,280|680|0;280|680|0;280|680|0;280|680|0;840|2040|400,420|1020|0;420|1020|0;420|1020|0;420|1020|0;1260|3060|400,560|1360|0;560|1360|0;560|1360|0;560|1360|0;1680|4080|500,10126,3,image/hero_icon/hero_icon126,,hero_tachie126,image/hero_icon/black_hero_icon215,black_Megatron,1,,0,,,,,,2023-02-02-0-0-0,2029-1-21-0-0-0,1,,,1,,,,,,,,,,,,,,,126,hero_skillDesc126,1,,
317,Selina,Selina is "the girl next door"; super talented in skateboard tricks. From ollie's to hardflip's; she has mastered the hardest tricks. The Freedom League knows how valuable she is; and recognizes her abilities; especially her balancing skills; so they trained her to become a Special Forces pilot. She was tasked with Testing out the performance of new fighter planes and training beginners so as to give them a greater chance to survive in a "dogfight". She's also in Team Rainbow (air show team). She loves to drive her motorcycle around the city.,Ultra Rainbow,,2,After the battle begins; the HP of your air force will increase. The ATK of the last two rows will be increased significantly.,10,5,1,410,95,190,25,400,256|224|0;256|224|0;256|224|0;256|224|0;768|672|300,512|448|0;512|448|0;512|448|0;512|448|0;1536|996|400,768|672|0;768|672|0;768|672|0;768|672|0;3072|1992|400,1024|896|0;1024|896|0;1024|896|0;1024|896|0;3072|2688|500,10317,3,image/hero_icon/hero_icon317,,hero_tachie317,image/hero_icon/black_hero_icon215,black_Selina,3,,1,,,,,,2021-09-15-0-0-0,2029-1-21-0-0-0,1,,,1,,,,,,,,,1|1;4|1,,,,,,317,After the battle begins; the HP of your air force will increase. The ATK of the last two rows will be increased significantly.,1,,
129,Preycis,"Paying off debt can save your credit; you know -" said Preycis; sitting in a nice bar; with a clean table corner from where you can observe the next customer clearly; "- but running away from it will save your wallet". His hat is smooth and clean; left quietly on the table; and underneath hides the Viper - his revolver. This setting makes it easier to decide whether to grab Viper and fight or grab everything and leave when faced with danger. He has many enemies and has had to join a civil society organization called "SMG" for back up. This organisation however is cooperating with the Freedom League; thus Preycis has to pray that he doesn't encounter any of his old enemies.,Dune Viper,,0,Increase the ATK of Army units; each time the units in the first two rows launch an attack; there's a chance to launch an extra attack against the enemies in the back row.,10,5,1,425,83,175,38,400,352|124|0;352|124|0;352|124|0;352|124|0;1056|372|300,704|248|0;704|248|0;704|248|0;704|248|0;2112|744|400,1056|372|0;1056|372|0;1056|372|0;1056|372|0;3168|1116|400,1408|496|0;1408|496|0;1408|496|0;1408|496|0;4224|1488|500,10129,3,image/hero_icon/hero_icon129,,hero_tachie129,image/hero_icon/black_hero_icon129,black_Preycis,1,,1,,,,,,2021-10-13-0-0-0,2029-1-21-0-0-0,1,,,1,,,,,,,,,1|1;4|1,,,,,,129,Increase the ATK of Army units; each time the units in the first two rows launch an attack; there's a chance to launch an extra attack against the enemies in the back row.,1,,
131,Pop,Pop and Bob have known each other since they were children. They studyed mechanics from an expert; Vaillant. Vaillant's focus was on building more machines for the Dark Empire; rather than on new inventions. Soon after Bob learned that his studies and creations were being used as war machines by the Dark Empire; he left Vaillant's invention studio but Pop stayed. Years later despite the fact that the empire has fallen; Pop has advanced to the rank of master mechanic.,The Mechanic,,0,You'll receive a Pop's Box every time she defeats the Dark Forces; Warhammer; and Throb. When this hero participates in battle; ATK of the first two rows will be increased and her skill gains you rage; which when activated attacks the row with the most number of units (Can't use universal shards to upgrade her; nor can she perform the Perk Exchange),10,5,1,425,83,175,38,400,352|124|0;352|124|0;352|124|0;352|124|0;1056|372|300,704|248|0;704|248|0;704|248|0;704|248|0;2112|744|400,1056|372|0;1056|372|0;1056|372|0;1056|372|0;3168|1116|400,1408|496|0;1408|496|0;1408|496|0;1408|496|0;4224|1488|500,10131,3,image/hero_icon/hero_icon131,,hero_tachie131,image/hero_icon/black_hero_icon131,black_Pop,1,,1,,,,,,2021-02-02-0-0-0,2029-1-21-0-0-0,1,,,1,,,,,,,,,,,,,1,,131,You'll receive a Pop's Box every time she defeats the Dark Forces; Warhammer; and Throb. When this hero participates in battle; ATK of the first two rows will be increased and her skill gains you rage; which when activated attacks the row with the most number of units (Can't use universal shards to upgrade her; nor can she perform the Perk Exchange),1,1,101;131101
218,Yuu,Yuu's family is a small branch of a wealthy Japanese family. She was very cautious about committing herself to anything. Years have passed; and the family's glory has gone. Iris has the emblem of her family and can't stop gazing at it. One day; she walked into a club and just like that; she felt in control of herself again; and her enthusiasm for life was revived. Club "Hand Of Fate" has since been established. Anything useful to Yuu is a bet; whether it's knowledge or a secret.,Hand of Fate,,1,Add shields at the beginning of the battle to reduce the damage taken (it will replace Optimus Prime's "Indestructible" Buff). Gain 1-6 Rage randomly at the beginning of the battle and after releasing the skill. When the skill is released by a naval unit; it will also reduce the target's ATK.,10,5,1,175,37,425,83,400,140|340|0;140|340|0;140|340|0;140|340|0;420|1020|300,280|680|0;280|680|0;280|680|0;280|680|0;840|2040|400,420|1020|0;420|1020|0;420|1020|0;420|1020|0;1260|3060|400,560|1360|0;560|1360|0;560|1360|0;560|1360|0;1680|4080|500,10218,3,image/hero_icon/hero_icon218,1,hero_tachie218,image/hero_icon/black_hero_icon215,black_Yuu,2,,1,,,,,,2021-11-17-0-0-0,2029-1-21-0-0-0,1,,,1,,,,Idle2,Idle1,,,,,,,,,,218,Add shields at the beginning of the battle to reduce the damage taken (it will replace Optimus Prime's "Indestructible" Buff). Gain 1-6 Rage randomly at the beginning of the battle and after releasing the skill. When the skill is released by a naval unit; it will also reduce the target's ATK.,1,,
318,Maximo,The mentor of Selina; the dancer of the blade; the champion of SaND... Young Maximo was nobody before becoming famous. His ever-changing fighting technique; gorgeous and gentle features; and stylish laser-type gear thrilled the young generation. It's a common belief among certain Freedom League members that he's reckless and unreliable. As a result; there are some disagreements between the generations.,Lazer Blade,,2,Decreased DMG Taken by the Air Forces in the front row and whenever the mid-row attacks; it may trigger the laser attack aiming at a column of enemies. When Air Force units trigger the Laser it will "Ignite" the target for 1 round.,10,5,1,452,85,158,35,400,352|124|0;352|124|0;352|124|0;352|124|0;1056|372|300,704|248|0;704|248|0;704|248|0;704|248|0;2112|744|400,1056|372|0;1056|372|0;1056|372|0;1056|372|0;3168|1116|400,1408|496|0;1408|496|0;1408|496|0;1408|496|0;4224|1488|500,10318,3,image/hero_icon/hero_icon318,,hero_tachie318,image/hero_icon/black_hero_icon215,black_Maximo,3,,1,,,,,,2021-12-08-0-0-0,2029-1-21-0-0-0,1,,,1,,,,,,,,,1|1;4|1,,,,,,318,Decreased DMG Taken by the Air Forces in the front row and whenever the mid-row attacks; it may trigger the laser attack aiming at a column of enemies. When Air Force units trigger the Laser it will "Ignite" the target for 1 round.,1,,
133,Piedmont,Piedmont was born in a mountain village where the climate is harsh and starvation is common. There is no snow or ice for just three or four months out of the year. These extreme living conditions shaped his courageous; joyful; strict and serious personality. Because he couldn't afford proper meals; Piedmont joined the military. In order to keep his position in the military; every time he trains or fights; he strives for the highest position possible. After a streak of remarkable achievements; he has been given various awards and is now the leader of a special training camp. He is now free to eat as many fruits as he wants.,Tough Trainer,,0,When this hero participates in battle; the front two rows have a chance to attack all of the enemies following a regular attack. After recruiting this hero (not required to be in the battle); your units will get a [Surprise] buff; which increases the ATK of all units. Universal shard does not work for this hero.,10,5,1,445,89,155,31,400,384|96|0;384|96|0;384|96|0;384|96|0;1152|288|300,768|192|0;768|192|0;768|192|0;768|192|0;2304|576|400,1152|288|0;1152|288|0;1152|288|0;1152|288|0;3456|864|400,1536|384|0;1536|384|0;1536|384|0;1536|384|0;4608|1152|500,10133,12|9200102,image/hero_icon/hero_icon133,,hero_tachie133,image/hero_icon/black_hero_icon118,black_Piedmont,1,,1,,,,,,2021-12-25-0-0-0,2022-6-1-0-0-0,1,,,1,,,,,,,,,1|1;4|1,,,,1,,133,When this hero participates in battle; the front two rows have a chance to attack all of the enemies following a regular attack. After recruiting this hero (not required to be in the battle); your units will get a [Surprise] buff; which increases the ATK of all units. Universal shard does not work for this hero.,1,,
134,Flora,Flora is always enthusiastic; positive and determined. She may look distant and indifferent at times; yet is likely busy mulling over fresh ideas. Even if Piedmont's training camp becomes too challenging; she always brings a smile to everyone's face with her positivity and charm.,Sunflower,,0,Gain "Heart" effect (not required to be in the battle) which increases HP of all units. When this hero participates in battle; the Gathering speed and HP of units in this troop will be increased. Universal shard does not work for this hero.,10,4,2,104,17,196,43,300,80|156|0;80|156|0;80|156|0;80|156|0;240|468|200,160|312|0;160|312|0;160|312|0;160|312|0;480|936|300,240|468|0;240|468|0;240|468|0;240|468|0;720|1404|300,320|624|0;320|624|0;320|624|0;320|624|0;960|1872|400,10134,12|9200102,image/hero_icon/hero_icon134,,hero_tachie134,image/hero_icon/black_hero_icon118,black_Flora,1,,1,,,,,,2021-12-25-0-0-0,2022-6-1-0-0-0,1,,,1,,,,,,,,,1|1;4|1,,,,1,,134,Gain "Heart" effect (not required to be in the battle) which increases HP of all units. When this hero participates in battle; the Gathering speed and HP of units in this troop will be increased. Universal shard does not work for this hero.,1,,
135,Mei,Mei is very attached to her family. Her grandpa; the Panda Jong Jong and the bamboo forest are the three most significant things in her life. They lived joyfully in a beautiful mountain cabin. When the poachers killed JJ's parents and were ready to capture JJ; Grandpa intervened and rescued him. That brings back memories of her youth; when she was in the same circumstances. Mei chose to study Kung Fu from her grandfather to protect the weak. Over time; JJ seems to have learnt Kung Fu while drinking; eating and being with Mei. During the investigation of Ahenarbe; the SaND agents encountered Mei. The Agents hoped these strong eastern powers would join the battle against the Dark Empire. In the end; Grandpa had to allow Mei and JJ to leave their home and join the military.,Kung Fu Girl,,0,HP of Army units increased. After an Army unit launches a regular attack; there's a chance to attack 2 random targets at the back row and add Vulnerable effect.,10,5,2,185,35,425,85,400,140|340|0;140|340|0;140|340|0;140|340|0;420|1020|300,280|680|0;280|680|0;280|680|0;280|680|0;840|2040|400,420|1020|0;420|1020|0;420|1020|0;420|1020|0;1260|3060|400,560|1360|0;560|1360|0;560|1360|0;560|1360|0;1680|4080|500,10135,3,image/hero_icon/hero_icon135,,hero_tachie135,image/hero_icon/black_hero_icon135,black_Mei,1,,1,,,,,,2022-1-5-0-0-0,2029-1-21-0-0-0,1,,,1,,,,Idle1,Idle1,,,,1|1;4|1,,,,,,135,HP of Army units increased. After an Army unit launches a regular attack; there's a chance to attack 2 random targets at the back row and add Vulnerable effect.,1,,
219,hero_name219,hero_desc219,hero_label219,,1,hero_skillDesc219,10,5,1,175,37,425,83,400,140|340|0;140|340|0;140|340|0;140|340|0;420|1020|300,280|680|0;280|680|0;280|680|0;280|680|0;840|2040|400,420|1020|0;420|1020|0;420|1020|0;420|1020|0;1260|3060|400,560|1360|0;560|1360|0;560|1360|0;560|1360|0;1680|4080|500,10219,3,image/hero_icon/hero_icon219,,hero_tachie219,image/hero_icon/black_hero_icon215,black_hero_name219,2,,1,,,,,,2022-2-10-0-0-0,2029-1-21-0-0-0,1,,,1,,,,,,,,,1|1;4|1,,,,,,219,hero_skillDesc219,1,,
