id,name,detail,icon,group,position,relation,type,formula,talent_lv,max_lv,research_need,time_research,item_condition,para1,para2,occupation,unlock,power,career_name,color,priority,star,quality,switch,change_id,is_show,formula_occupation
3500015,Increase battle round cap,Maximum battle rounds +1,career_battlemaster_004,3500000,2;4,3500014,3,0,14,15,1|2307692307692310000000000000000;5|3846154;7|3846154,13292,,1201003,14,0,80,1000,,,,,3,,,,
3500016,Increase battle round cap,Maximum battle rounds +1,career_battlemaster_004,3500000,2;4,3500015,3,0,15,15,5|0;7|0,0,,1201003,15,0,80,1000,,,,,3,,,,
1014001,Enhanced Oil Craft,You can Craft Enhanced oil in the Craft Center,strengthening_oil,1014000,9;1,6012002,1,1,0,3,5|9731190;7|9731190,491129,1600028|15,10001,0,72000,65,0,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1014002,Enhanced Oil Craft,You can Craft Enhanced oil in the Craft Center,strengthening_oil,1014000,9;1,1014001,1,1,1,3,5|14596785;7|14596785,687580,1600028|15,10001,1,72000,65,1000,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1014003,Enhanced Oil Craft,You can Craft Enhanced oil in the Craft Center,strengthening_oil,1014000,9;1,1014002,1,1,2,3,5|21895178;7|21895178,962612,1600028|15,10002,1,72000,65,1000,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1014004,Enhanced Oil Craft,You can Craft Enhanced oil in the Craft Center,strengthening_oil,1014000,9;1,1014003,1,1,3,3,5|0;7|0,0,,10003,1,72000,65,1000,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1015001,Self-developed Energy Craft,Craft Self-developed Energy in the Craft Center,natural_energy,1015000,9;3,6012002,1,1,0,3,5|9731190;7|9731190,491129,1600028|15,20001,0,72000,65,0,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1015002,Self-developed Energy Craft,Craft Self-developed Energy in the Craft Center,natural_energy,1015000,9;3,1015001,1,1,1,3,5|14596785;7|14596785,687580,1600028|15,20001,1,72000,65,1000,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1015003,Self-developed Energy Craft,Craft Self-developed Energy in the Craft Center,natural_energy,1015000,9;3,1015002,1,1,2,3,5|21895178;7|21895178,962612,1600028|15,20002,1,72000,65,1000,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1015004,Self-developed Energy Craft,Craft Self-developed Energy in the Craft Center,natural_energy,1015000,9;3,1015003,1,1,3,3,5|0;7|0,0,,20003,1,72000,65,1000,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1016001,Alloy Coating Craft,Craft Alloy Coating in Craft Center,alloy_coating,1016000,9;5,6012002,1,1,0,3,5|9731190;7|9731190,491129,1600028|15,30001,0,72000,65,0,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1016002,Alloy Coating Craft,Craft Alloy Coating in Craft Center,alloy_coating,1016000,9;5,1016001,1,1,1,3,5|14596785;7|14596785,687580,1600028|15,30001,1,72000,65,1000,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1016003,Alloy Coating Craft,Craft Alloy Coating in Craft Center,alloy_coating,1016000,9;5,1016002,1,1,2,3,5|21895178;7|21895178,962612,1600028|15,30002,1,72000,65,1000,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1016004,Alloy Coating Craft,Craft Alloy Coating in Craft Center,alloy_coating,1016000,9;5,1016003,1,1,3,3,5|0;7|0,0,,30003,1,72000,65,1000,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1017001,Anti-tank Mine Craft,Craft Trap "Anti-tank mine" in the Craft Center,antitank_mine,1017000,10;1,1014004,1,1,0,3,5|21895178;7|21895178,962612,1600028|15,60001,0,72000,65,0,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1017002,Anti-tank Mine Craft,Craft Trap "Anti-tank mine" in the Craft Center,antitank_mine,1017000,10;1,1017001,1,1,1,3,5|30653249;7|30653249,1347656,1600028|15,60001,1,72000,65,1000,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1017003,Anti-tank Mine Craft,Craft Trap "Anti-tank mine" in the Craft Center,antitank_mine,1017000,10;1,1017002,1,1,2,3,5|42914549;7|42914549,1886718,1600028|15,60002,1,72000,65,1000,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1017004,Anti-tank Mine Craft,Craft Trap "Anti-tank mine" in the Craft Center,antitank_mine,1017000,10;1,1017003,1,1,3,3,5|0;7|0,0,,60003,1,72000,65,1000,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1018001,Blasting Torpedo Craft,Craft Trap "Blast Torpedo" in the Craft Center,blasting_torpedo,1018000,10;3,1015004,1,1,0,3,5|21895178;7|21895178,962612,1600028|15,70001,0,72000,65,0,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1018002,Blasting Torpedo Craft,Craft Trap "Blast Torpedo" in the Craft Center,blasting_torpedo,1018000,10;3,1018001,1,1,1,3,5|30653249;7|30653249,1347656,1600028|15,70001,1,72000,65,1000,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1018003,Blasting Torpedo Craft,Craft Trap "Blast Torpedo" in the Craft Center,blasting_torpedo,1018000,10;3,1018002,1,1,2,3,5|42914549;7|42914549,1886718,1600028|15,70002,1,72000,65,1000,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1018004,Blasting Torpedo Craft,Craft Trap "Blast Torpedo" in the Craft Center,blasting_torpedo,1018000,10;3,1018003,1,1,3,3,5|0;7|0,0,,70003,1,72000,65,1000,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1019001,Thermal Tracking Missile Craft,Craft Trap "Thermal Tracking Missile" in the Craft Center,hot_tracing_missile,1019000,10;5,1016004,1,1,0,3,5|21895178;7|21895178,962612,1600028|15,80001,0,72000,65,0,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1019002,Thermal Tracking Missile Craft,Craft Trap "Thermal Tracking Missile" in the Craft Center,hot_tracing_missile,1019000,10;5,1019001,1,1,1,3,5|30653249;7|30653249,1347656,1600028|15,80001,1,72000,65,1000,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1019003,Thermal Tracking Missile Craft,Craft Trap "Thermal Tracking Missile" in the Craft Center,hot_tracing_missile,1019000,10;5,1019002,1,1,2,3,5|42914549;7|42914549,1886718,1600028|15,80002,1,72000,65,1000,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1019004,Thermal Tracking Missile Craft,Craft Trap "Thermal Tracking Missile" in the Craft Center,hot_tracing_missile,1019000,10;5,1019003,1,1,3,3,5|0;7|0,0,,80003,1,72000,65,1000,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1020001,Corrosive Mucus (potion),Craft Formula-Corrosive Mucus,corrosive_mucus,1020000,11;2,1017004|1018004,1,1,0,1,5|42914549;7|42914549,1886718,1600028|10,90001,0,72000,70,0,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1020002,Corrosive Mucus (potion),Craft Formula-Corrosive Mucus,corrosive_mucus,1020000,11;2,1020001,1,1,1,1,5|0;7|0,0,,90001,1,72000,70,1000,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1021001,Super magnetic field (potion),Craft formula-Super magnetic field,magnetic_field,1021000,11;4,1018004|1019004,1,1,0,1,5|42914549;7|42914549,1886718,1600028|10,11001,0,72000,70,0,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1021002,Super magnetic field (potion),Craft formula-Super magnetic field,magnetic_field,1021000,11;4,1021001,1,1,1,1,5|0;7|0,0,,11001,1,72000,70,1000,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1022001,E-Missile Production,Crafts Electro Missiles in Craft Center,magnetic_missile,1425000,12;3,1020002|1021002,1,1,0,1,5|30653249;7|30653249,943359,1600026|50,15001,0,72000,70,0,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1022002,E-Missile Production,Crafts Electro Missiles in Craft Center,magnetic_missile,1425000,12;3,1022001,1,1,1,1,5|0;7|0,0,,15001,1,72000,70,1000,Mechanical\nMaster,#ffffff,2,,1,,,,72002
1319001,107103,107104,army_attack,1319000,3;1,0,2,0,0,10,5|30653249;7|30653249,259200,,930109,0,0,80,0,Legendary Craftsman,#ffffff,10,,3,,,,
1319002,107103,107104,army_attack,1319000,3;1,1319001,2,0,1,10,5|42914549;7|42914549,272160,,930109,300,0,80,1000,Legendary Craftsman,#ffffff,10,,3,,,,
1319003,107103,107104,army_attack,1319000,3;1,1319002,2,0,2,10,5|60080368;7|60080368,285768,,930109,600,0,80,2000,Legendary Craftsman,#ffffff,10,,3,,,,
1319004,107103,107104,army_attack,1319000,3;1,1319003,2,0,3,10,5|9731190;7|9731190,300056,,930109,900,0,80,3000,Legendary Craftsman,#ffffff,10,,3,,,,
1319005,107103,107104,army_attack,1319000,3;1,1319004,2,0,4,10,5|14596785;7|14596785,315058,,930109,1200,0,80,4000,Legendary Craftsman,#ffffff,10,,3,,,,
1319006,107103,107104,army_attack,1319000,3;1,1319005,2,0,5,10,5|21895178;7|21895178,330810,,930109,1500,0,80,5000,Legendary Craftsman,#ffffff,10,,3,,,,
1319007,107103,107104,army_attack,1319000,3;1,1319006,2,0,6,10,5|30653249;7|30653249,347350,,930109,1800,0,80,6000,Legendary Craftsman,#ffffff,10,,3,,,,
1319008,107103,107104,army_attack,1319000,3;1,1319007,2,0,7,10,5|42914549;7|42914549,364717,,930109,2100,0,80,7000,Legendary Craftsman,#ffffff,10,,3,,,,
1319009,107103,107104,army_attack,1319000,3;1,1319008,2,0,8,10,5|42914549;7|42914549,382952,,930109,2400,0,80,8000,Legendary Craftsman,#ffffff,10,,3,,,,
1319010,107103,107104,army_attack,1319000,3;1,1319009,2,0,9,10,5|42914549;7|42914549,402099,,930109,2700,0,80,9000,Legendary Craftsman,#ffffff,10,,3,,,,
1319011,107103,107104,army_attack,1319000,3;1,1319010,2,0,10,10,5|0;7|0,0,,930109,3000,0,80,10000,Legendary Craftsman,#ffffff,10,,3,,,,
1320001,107105,107106,army_hp,1320000,4;1,0,2,0,0,10,5|30653249;7|30653249,259200,,930506,0,0,80,0,Legendary Craftsman,#ffffff,10,,3,,,,
1320002,107105,107106,army_hp,1320000,4;1,1320001,2,0,1,10,5|42914549;7|42914549,272160,,930506,300,0,80,1000,Legendary Craftsman,#ffffff,10,,3,,,,
1320003,107105,107106,army_hp,1320000,4;1,1320002,2,0,2,10,5|60080368;7|60080368,285768,,930506,600,0,80,2000,Legendary Craftsman,#ffffff,10,,3,,,,
1320004,107105,107106,army_hp,1320000,4;1,1320003,2,0,3,10,5|9731190;7|9731190,300056,,930506,900,0,80,3000,Legendary Craftsman,#ffffff,10,,3,,,,
1320005,107105,107106,army_hp,1320000,4;1,1320004,2,0,4,10,5|14596785;7|14596785,315058,,930506,1200,0,80,4000,Legendary Craftsman,#ffffff,10,,3,,,,
1320006,107105,107106,army_hp,1320000,4;1,1320005,2,0,5,10,5|21895178;7|21895178,330810,,930506,1500,0,80,5000,Legendary Craftsman,#ffffff,10,,3,,,,
1320007,107105,107106,army_hp,1320000,4;1,1320006,2,0,6,10,5|30653249;7|30653249,347350,,930506,1800,0,80,6000,Legendary Craftsman,#ffffff,10,,3,,,,
1320008,107105,107106,army_hp,1320000,4;1,1320007,2,0,7,10,5|42914549;7|42914549,364717,,930506,2100,0,80,7000,Legendary Craftsman,#ffffff,10,,3,,,,
1320009,107105,107106,army_hp,1320000,4;1,1320008,2,0,8,10,5|42914549;7|42914549,382952,,930506,2400,0,80,8000,Legendary Craftsman,#ffffff,10,,3,,,,
1320010,107105,107106,army_hp,1320000,4;1,1320009,2,0,9,10,5|42914549;7|42914549,402099,,930506,2700,0,80,9000,Legendary Craftsman,#ffffff,10,,3,,,,
1320011,107105,107106,army_hp,1320000,4;1,1320010,2,0,10,10,5|0;7|0,0,,930506,3000,0,80,10000,Legendary Craftsman,#ffffff,10,,3,,,,
1321001,107107,107108,naval_attack,1321000,3;3,0,2,0,0,10,5|30653249;7|30653249,259200,,930107,0,0,80,0,Legendary Craftsman,#ffffff,10,,3,,,,
1321002,107107,107108,naval_attack,1321000,3;3,1321001,2,0,1,10,5|42914549;7|42914549,272160,,930107,300,0,80,1000,Legendary Craftsman,#ffffff,10,,3,,,,
1321003,107107,107108,naval_attack,1321000,3;3,1321002,2,0,2,10,5|60080368;7|60080368,285768,,930107,600,0,80,2000,Legendary Craftsman,#ffffff,10,,3,,,,
1321004,107107,107108,naval_attack,1321000,3;3,1321003,2,0,3,10,5|9731190;7|9731190,300056,,930107,900,0,80,3000,Legendary Craftsman,#ffffff,10,,3,,,,
1321005,107107,107108,naval_attack,1321000,3;3,1321004,2,0,4,10,5|14596785;7|14596785,315058,,930107,1200,0,80,4000,Legendary Craftsman,#ffffff,10,,3,,,,
1321006,107107,107108,naval_attack,1321000,3;3,1321005,2,0,5,10,5|21895178;7|21895178,330810,,930107,1500,0,80,5000,Legendary Craftsman,#ffffff,10,,3,,,,
1321007,107107,107108,naval_attack,1321000,3;3,1321006,2,0,6,10,5|30653249;7|30653249,347350,,930107,1800,0,80,6000,Legendary Craftsman,#ffffff,10,,3,,,,
1321008,107107,107108,naval_attack,1321000,3;3,1321007,2,0,7,10,5|42914549;7|42914549,364717,,930107,2100,0,80,7000,Legendary Craftsman,#ffffff,10,,3,,,,
1321009,107107,107108,naval_attack,1321000,3;3,1321008,2,0,8,10,5|42914549;7|42914549,382952,,930107,2400,0,80,8000,Legendary Craftsman,#ffffff,10,,3,,,,
1321010,107107,107108,naval_attack,1321000,3;3,1321009,2,0,9,10,5|42914549;7|42914549,402099,,930107,2700,0,80,9000,Legendary Craftsman,#ffffff,10,,3,,,,
1321011,107107,107108,naval_attack,1321000,3;3,1321010,2,0,10,10,5|0;7|0,0,,930107,3000,0,80,10000,Legendary Craftsman,#ffffff,10,,3,,,,
1322001,107109,107110,naval_hp,1322000,4;3,0,2,0,0,10,5|30653249;7|30653249,259200,,930504,0,0,80,0,Legendary Craftsman,#ffffff,10,,3,,,,
1322002,107109,107110,naval_hp,1322000,4;3,1322001,2,0,1,10,5|42914549;7|42914549,272160,,930504,300,0,80,1000,Legendary Craftsman,#ffffff,10,,3,,,,
1322003,107109,107110,naval_hp,1322000,4;3,1322002,2,0,2,10,5|60080368;7|60080368,285768,,930504,600,0,80,2000,Legendary Craftsman,#ffffff,10,,3,,,,
1322004,107109,107110,naval_hp,1322000,4;3,1322003,2,0,3,10,5|9731190;7|9731190,300056,,930504,900,0,80,3000,Legendary Craftsman,#ffffff,10,,3,,,,
1322005,107109,107110,naval_hp,1322000,4;3,1322004,2,0,4,10,5|14596785;7|14596785,315058,,930504,1200,0,80,4000,Legendary Craftsman,#ffffff,10,,3,,,,
1322006,107109,107110,naval_hp,1322000,4;3,1322005,2,0,5,10,5|21895178;7|21895178,330810,,930504,1500,0,80,5000,Legendary Craftsman,#ffffff,10,,3,,,,
1322007,107109,107110,naval_hp,1322000,4;3,1322006,2,0,6,10,5|30653249;7|30653249,347350,,930504,1800,0,80,6000,Legendary Craftsman,#ffffff,10,,3,,,,
1322008,107109,107110,naval_hp,1322000,4;3,1322007,2,0,7,10,5|42914549;7|42914549,364717,,930504,2100,0,80,7000,Legendary Craftsman,#ffffff,10,,3,,,,
1322009,107109,107110,naval_hp,1322000,4;3,1322008,2,0,8,10,5|42914549;7|42914549,382952,,930504,2400,0,80,8000,Legendary Craftsman,#ffffff,10,,3,,,,
1322010,107109,107110,naval_hp,1322000,4;3,1322009,2,0,9,10,5|42914549;7|42914549,402099,,930504,2700,0,80,9000,Legendary Craftsman,#ffffff,10,,3,,,,
1322011,107109,107110,naval_hp,1322000,4;3,1322010,2,0,10,10,5|0;7|0,0,,930504,3000,0,80,10000,Legendary Craftsman,#ffffff,10,,3,,,,
1323001,107111,107112,air_attack,1323000,3;5,0,2,0,0,10,5|30653249;7|30653249,259200,,930108,0,0,80,0,Legendary Craftsman,#ffffff,10,,3,,,,
1323002,107111,107112,air_attack,1323000,3;5,1323001,2,0,1,10,5|42914549;7|42914549,272160,,930108,300,0,80,1000,Legendary Craftsman,#ffffff,10,,3,,,,
1323003,107111,107112,air_attack,1323000,3;5,1323002,2,0,2,10,5|60080368;7|60080368,285768,,930108,600,0,80,2000,Legendary Craftsman,#ffffff,10,,3,,,,
1323004,107111,107112,air_attack,1323000,3;5,1323003,2,0,3,10,5|9731190;7|9731190,300056,,930108,900,0,80,3000,Legendary Craftsman,#ffffff,10,,3,,,,
1323005,107111,107112,air_attack,1323000,3;5,1323004,2,0,4,10,5|14596785;7|14596785,315058,,930108,1200,0,80,4000,Legendary Craftsman,#ffffff,10,,3,,,,
1323006,107111,107112,air_attack,1323000,3;5,1323005,2,0,5,10,5|21895178;7|21895178,330810,,930108,1500,0,80,5000,Legendary Craftsman,#ffffff,10,,3,,,,
1323007,107111,107112,air_attack,1323000,3;5,1323006,2,0,6,10,5|30653249;7|30653249,347350,,930108,1800,0,80,6000,Legendary Craftsman,#ffffff,10,,3,,,,
1323008,107111,107112,air_attack,1323000,3;5,1323007,2,0,7,10,5|42914549;7|42914549,364717,,930108,2100,0,80,7000,Legendary Craftsman,#ffffff,10,,3,,,,
1323009,107111,107112,air_attack,1323000,3;5,1323008,2,0,8,10,5|42914549;7|42914549,382952,,930108,2400,0,80,8000,Legendary Craftsman,#ffffff,10,,3,,,,
1323010,107111,107112,air_attack,1323000,3;5,1323009,2,0,9,10,5|42914549;7|42914549,402099,,930108,2700,0,80,9000,Legendary Craftsman,#ffffff,10,,3,,,,
1323011,107111,107112,air_attack,1323000,3;5,1323010,2,0,10,10,5|0;7|0,0,,930108,3000,0,80,10000,Legendary Craftsman,#ffffff,10,,3,,,,
1324001,107113,107114,air_hp,1324000,4;5,0,2,0,0,10,5|30653249;7|30653249,259200,,930505,0,0,80,0,Legendary Craftsman,#ffffff,10,,3,,,,
1324002,107113,107114,air_hp,1324000,4;5,1324001,2,0,1,10,5|42914549;7|42914549,272160,,930505,300,0,80,1000,Legendary Craftsman,#ffffff,10,,3,,,,
1324003,107113,107114,air_hp,1324000,4;5,1324002,2,0,2,10,5|60080368;7|60080368,285768,,930505,600,0,80,2000,Legendary Craftsman,#ffffff,10,,3,,,,
1324004,107113,107114,air_hp,1324000,4;5,1324003,2,0,3,10,5|9731190;7|9731190,300056,,930505,900,0,80,3000,Legendary Craftsman,#ffffff,10,,3,,,,
1324005,107113,107114,air_hp,1324000,4;5,1324004,2,0,4,10,5|14596785;7|14596785,315058,,930505,1200,0,80,4000,Legendary Craftsman,#ffffff,10,,3,,,,
1324006,107113,107114,air_hp,1324000,4;5,1324005,2,0,5,10,5|21895178;7|21895178,330810,,930505,1500,0,80,5000,Legendary Craftsman,#ffffff,10,,3,,,,
1324007,107113,107114,air_hp,1324000,4;5,1324006,2,0,6,10,5|30653249;7|30653249,347350,,930505,1800,0,80,6000,Legendary Craftsman,#ffffff,10,,3,,,,
1324008,107113,107114,air_hp,1324000,4;5,1324007,2,0,7,10,5|42914549;7|42914549,364717,,930505,2100,0,80,7000,Legendary Craftsman,#ffffff,10,,3,,,,
1324009,107113,107114,air_hp,1324000,4;5,1324008,2,0,8,10,5|42914549;7|42914549,382952,,930505,2400,0,80,8000,Legendary Craftsman,#ffffff,10,,3,,,,
1324010,107113,107114,air_hp,1324000,4;5,1324009,2,0,9,10,5|42914549;7|42914549,402099,,930505,2700,0,80,9000,Legendary Craftsman,#ffffff,10,,3,,,,
1324011,107113,107114,air_hp,1324000,4;5,1324010,2,0,10,10,5|0;7|0,0,,930505,3000,0,80,10000,Legendary Craftsman,#ffffff,10,,3,,,,
